Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time,,,,,,
108,DynPy,0.99526598,0.011648775,0.005369255,0.083794962,0.012174186,0.013658103,0.018074841,0.142648423,2.75E-07,0.052627327,0.141174926,0.118442186,0.315934746,0.345264382,0.029839711,0.105627569,0.029827281,0.365694281,1.169012944,0.276330647,0.425215407,0.136160307,0.775261288,0.287843275,25.52967282,0.012143625,0.013626762,0.01802741,0.14236427,0.131988699,0.003923925,0.04,0.02,1.19E-05,1.569932206,0.013413973,77.25747037,,,,,,
109,DynPy,1.007328218,0.019401456,0.007215962,0.137218556,0.009216792,0.0112296,0.015984466,0.108567557,3.15E-07,0.053878642,0.140850484,0.115143121,0.342273046,0.302762096,0.03217319,0.099653441,0.036021499,0.369984089,1.106359606,0.243508029,0.452413635,0.131980853,0.888308102,0.303554801,25.66923532,0.009190156,0.011199934,0.015936178,0.108318567,0.130220985,0.002972735,0.04,0.02,1.32E-05,1.537353982,0.014947718,65.04576349,,,,,,
110,DynPy,5.563022378,0.023869895,0.005376595,0.210523121,0.016992206,0.01836676,0.019414206,21.39161383,8.51E-07,0.070506931,0.004600805,0.139563632,0.287486928,0.259019996,0.027814066,0.110366335,0.028157837,0.373718649,1.238991498,0.234243748,0.390891969,0.150687287,0.007043481,0.347496403,25.65721602,0.007125987,0.008107721,0.007932343,10.19578489,0.000111604,6.24E-06,0.04,0.02,4.29E-05,2.180238753,0.005889134,71.31650114,,,,,,
111,DynPy,1.065124551,0.013801525,0.007145338,0.141312496,0.01289255,0.0152397,0.020330107,0.21691307,2.58E-07,0.05415634,0.149808553,0.125566875,0.355413504,0.32797567,0.029798209,0.111918003,0.031826511,0.414997911,1.112353476,0.215676239,0.419335284,0.116555205,0.754332496,0.365962506,25.54114707,0.012856965,0.015201248,0.02027145,0.216437959,0.138808863,0.003037934,0.04,0.02,1.09E-05,1.527761642,0.014919578,71.04861784,,,,,,
112,DynPy,0.929170268,0.010497708,0.004908744,0.097503574,0.011531585,0.013290677,0.014115584,0.098908862,1.88E-07,0.05046225,0.151561712,0.125676118,0.353890297,0.317650843,0.02185795,0.084875173,0.029627377,0.375009063,1.007923525,0.205953909,0.457710404,0.130849629,0.786558777,0.370360471,25.61238115,0.011499142,0.013256496,0.014074071,0.098688034,0.140447287,0.003422546,0.04,0.02,8.18E-06,1.486653271,0.015783818,82.93370366,,,,,,
113,DynPy,1395.578953,0.024396657,0.018853559,5.388905,4.036861331,4.979112291,2.191086173,9.679609835,0.005251378,8.77E-05,0.016292691,0.148334286,0.253543644,0.222629093,0.026534016,0.113900427,0.034362818,0.458019019,1.017073121,0.007428853,0.007447315,0.007219516,0.007235965,0.008135977,25.43522995,2.915219112,3.683784903,1.562558311,7.416474635,0.001427807,3.88E-05,0.04,0.02,0.248395722,0.002860373,0.022982329,71.04213953,,,,,,
114,DynPy,1.11342817,0.014016288,0.005401458,0.13301811,0.01476468,0.019198824,0.015366342,0.222409442,2.41E-07,0.062199951,0.158725298,0.139323564,0.301762496,0.317088074,0.033956865,0.127473133,0.036172021,0.44952561,1.193370902,0.252753808,0.415233259,0.143123676,0.895197085,0.349455037,25.58091428,0.014734543,0.019163003,0.015333554,0.222049241,0.150162776,0.005363035,0.04,0.02,1.04E-05,1.836045567,0.01231401,58.15623546,,,,,,
115,DynPy,0.98714631,0.01014509,0.00581089,0.106331736,0.011578757,0.013813935,0.016937345,0.135481779,2.62E-07,0.066470306,0.147562587,0.127548626,0.340328565,0.287233122,0.024718265,0.088787168,0.026483163,0.463323905,0.998911947,0.229350775,0.47586826,0.127340522,0.751739259,0.304387513,25.6306596,0.011558822,0.013792196,0.01690686,0.135296711,0.140563564,0.004577663,0.04,0.02,1.17E-05,1.915048366,0.009305097,74.18410563,,,,,,
116,DynPy,1.59839212,0.012345867,0.004103932,0.097249188,0.010820078,0.012588597,0.013848961,0.079509153,2.51E-07,0.043947497,0.049535138,0.132096262,0.337948964,0.296775696,0.030179984,0.098460056,0.031027217,0.381104003,1.288799264,0.279560941,0.426769479,0.140273774,0.926103067,0.343562101,25.56369113,0.010819726,0.012588223,0.013848491,0.079507103,0.049491939,0.101045719,0.04,0.02,1.04E-05,1.328505541,0.016455993,63.80683851,,,,,,
117,DynPy,1.017465843,0.016514621,0.00550261,0.090034907,0.01097665,0.012340255,0.020277311,0.197183275,2.21E-07,0.063531012,0.162929274,0.139289337,0.297572178,0.285494762,0.032530443,0.108370309,0.029216791,0.382536175,1.010869254,0.244661312,0.420142794,0.12759804,0.751350113,0.321331669,25.59988229,0.010950726,0.012313615,0.020227251,0.196813752,0.15242394,0.003479538,0.04,0.02,9.66E-06,1.789898474,0.013718618,87.55543327,,,,,,
118,DynPy,1.156285816,0.015674003,0.006059983,0.164361118,0.014829616,0.018401426,0.018283563,0.25115374,2.91E-07,0.05508753,0.168712975,0.146928199,0.335033944,0.309070316,0.035103281,0.13603688,0.039251479,0.422203632,1.268048794,0.238457036,0.486617346,0.120228366,0.831209483,0.289284083,25.57122078,0.014793183,0.018360101,0.018236608,0.25066413,0.157893864,0.004768411,0.04,0.02,1.23E-05,1.605150119,0.015650495,59.37651825,,,,,,
119,DynPy,327.319126,0.015702279,0.007567503,5.402309542,1.721151126,2.903878879,3.286813364,12.9687647,0.001209624,0.015271346,0.018804979,0.135663764,0.30598072,0.269593769,0.025761507,0.11606585,0.030639341,0.449509022,1.025569486,0.008444591,0.217848276,0.010132522,0.007082773,0.111757774,25.57264844,0.954803103,1.675130423,1.787178917,7.924386024,0.000823098,1.63E-05,0.04,0.02,0.052234166,0.522792782,0.027399738,78.94265366,,,,,,
120,DynPy,0.952550877,0.013373003,0.006072417,0.093616129,0.009127427,0.01029356,0.013462304,0.201141609,2.04E-07,0.049964518,0.137270027,0.113206667,0.306581008,0.311067875,0.027409588,0.106571438,0.030573039,0.364028232,1.131131737,0.238187389,0.511023733,0.15573856,0.669997291,0.349380115,25.65002144,0.009099818,0.010265097,0.013419738,0.200658768,0.126663423,0.003179723,0.04,0.02,8.80E-06,1.489973105,0.015549213,67.65603971,,,,,,
121,DynPy,0.994354068,0.012857611,0.004753863,0.119541879,0.012161037,0.013186627,0.011573567,0.158276379,1.86E-07,0.055742263,0.173653772,0.146582136,0.34185642,0.299349853,0.026497046,0.119666297,0.02737055,0.404958862,1.404735482,0.238367229,0.423427763,0.167637628,0.720992595,0.354987898,25.53795844,0.012127312,0.013153198,0.011540016,0.157928056,0.160672418,0.003198174,0.04,0.02,7.94E-06,1.549534348,0.017072072,75.48353076,,,,,,
122,DynPy,1380.485026,0.052061905,0.027823735,5.278707115,3.789103898,5.023162296,2.510066379,10.80199617,0.005241731,9.73E-06,0.015808212,0.151202594,0.218590124,0.256292668,0.030207679,0.117583265,0.030275223,0.357103696,1.027989447,0.007439389,0.007369762,0.007237685,0.007301877,0.007538681,25.48068245,2.540145911,3.465787268,1.657863379,7.771449218,0.001078875,2.58E-05,0.04,0.02,0.243764019,0.000304215,0.021530161,64.05090737,,,,,,
123,DynPy,1.425096987,0.015141721,0.006194218,0.136641659,0.015900412,0.018601114,0.015152482,0.146575012,2.53E-07,0.05200528,0.103607689,0.143530771,0.346242866,0.294168037,0.033619607,0.101711712,0.037518729,0.382250195,1.155069385,0.223525443,0.371956076,0.142304511,0.910419149,0.314518826,25.52565458,0.015898716,0.018599301,0.015150792,0.146562612,0.103294145,0.0576062,0.04,0.02,1.05E-05,1.461468616,0.01577683,71.0202601,,,,,,
124,DynPy,1635.701697,0.062088183,0.025572538,5.287575851,3.843470477,4.998964486,2.485938915,8.728042389,0.006098092,2.24E-05,0.012396213,0.139322156,0.27381355,0.253286306,0.024263232,0.10062276,0.028673365,0.394542062,1.091391848,0.007361072,0.007432309,0.00713308,0.007063098,0.007208156,25.47969905,2.803018022,3.732706209,1.790941829,6.742966235,0.001132441,4.00E-05,0.04,0.02,0.296507229,0.000753833,0.017693847,64.26054525,,,,,,
125,DynPy,2.106073278,0.014564152,0.005856864,0.086046541,0.010136415,0.011881872,0.015907879,4.324668175,2.40E-07,0.054287028,0.09959928,0.131295062,0.293327703,0.330163757,0.024066802,0.113306532,0.030384135,0.3896675,1.024067062,0.245848687,0.41064442,0.118099235,0.493931846,0.301234244,25.58588807,0.010058015,0.011797829,0.015779293,4.298097174,0.082223011,0.00165117,0.04,0.02,1.20E-05,1.834994497,0.009053077,79.34994674,,,,,,
126,DynPy,1.073269639,0.013575087,0.006543823,0.106350441,0.015356096,0.017565328,0.022593066,0.124427297,2.24E-07,0.05620522,0.152399837,0.12449084,0.346106513,0.373697195,0.034809943,0.120815839,0.031511783,0.465050894,1.343131233,0.263363703,0.430455245,0.131492521,0.715722705,0.334912497,25.55515329,0.015308169,0.017515213,0.022519358,0.124119102,0.139718007,0.002449014,0.04,0.02,9.41E-06,1.552493317,0.01666647,70.73328376,,,,,,
127,DynPy,1.099470119,0.014008489,0.006737844,0.115321081,0.016630449,0.018241485,0.012881344,0.23493864,2.58E-07,0.064939991,0.142013283,0.12330966,0.293758778,0.320771617,0.036445521,0.108118377,0.032163673,0.41372392,1.162080429,0.227753247,0.477630516,0.153334563,0.942638692,0.34079254,25.50694776,0.016597177,0.018208126,0.012854403,0.234565695,0.134496433,0.004839036,0.04,0.02,1.12E-05,1.915456681,0.010785529,61.81605029,,,,,,
128,DynPy,0.929253908,0.013178975,0.004549805,0.094003887,0.00962478,0.009610404,0.013506246,0.129090118,2.33E-07,0.058174362,0.154176826,0.127780637,0.336619158,0.273375034,0.027749586,0.097037898,0.026789866,0.363473967,1.08621885,0.263067816,0.447805931,0.150531977,0.639944952,0.283702428,25.54508253,0.009597541,0.009585542,0.01346629,0.128800205,0.142568265,0.002973182,0.04,0.02,1.03E-05,1.679456838,0.015662285,71.83386302,,,,,,
129,DynPy,1.307295255,0.010140674,0.003903597,0.090731221,0.00837895,0.009597555,0.01357831,0.079338448,1.97E-07,0.056451607,0.100413181,0.14731252,0.295354913,0.290695609,0.02680496,0.098897209,0.024314279,0.379293388,1.137274644,0.241650821,0.455395893,0.144796876,0.715052085,0.340715147,25.54330757,0.008378219,0.009596789,0.013577071,0.079332956,0.10016389,0.065672628,0.04,0.02,8.66E-06,1.638791877,0.013563598,79.13137794,,,,,,
130,DynPy,1529.949768,0.013674715,0.005621553,5.161319114,3.850725299,4.702085926,2.202688556,10.39812038,0.005754783,0.000257466,0.016406045,0.157361761,0.282872154,0.282809999,0.025645432,0.109368987,0.032528436,0.495216625,1.187471932,0.009379392,0.012862675,0.008960787,0.009470254,0.010495299,25.53832171,2.82256012,3.527694651,1.59519809,8.067429372,0.00142457,2.77E-05,0.04,0.02,0.274582288,0.008034244,0.019926755,67.10697556,,,,,,
131,DynPy,1.027048148,0.010947258,0.004010137,0.122659319,0.013625287,0.016180537,0.01466717,0.191490783,2.10E-07,0.055316953,0.155927521,0.137756683,0.320721758,0.311162062,0.028929378,0.097734729,0.024930405,0.395929733,1.309032309,0.217868785,0.379933254,0.151656748,0.825588791,0.345242528,25.5535797,0.013598188,0.016151121,0.014636676,0.191188603,0.147934608,0.006536827,0.04,0.02,9.24E-06,1.713534627,0.01223552,76.79492569,,,,,,
132,DynPy,0.975266327,0.011382061,0.005149941,0.075772923,0.011842222,0.01462754,0.011985146,0.143270921,2.21E-07,0.053536366,0.166517361,0.143517958,0.3863011,0.306131368,0.028218803,0.092978731,0.025127333,0.390749529,1.286724557,0.242274181,0.436546309,0.119698106,0.828889494,0.285208567,25.68248118,0.011814814,0.014596594,0.011956149,0.143007808,0.156344378,0.004683702,0.04,0.02,9.73E-06,1.586396828,0.01441165,91.23141503,,,,,,
133,DynPy,1.034846906,0.00989963,0.005100214,0.094863713,0.01176192,0.01479789,0.020286122,0.237038359,2.64E-07,0.066657491,0.143616529,0.121982409,0.309743689,0.310430619,0.032398911,0.119528063,0.031656697,0.436683645,1.308968859,0.265973398,0.383177641,0.125822301,0.647384868,0.278500598,25.60333861,0.011735639,0.014767666,0.020238738,0.236618104,0.13479114,0.003164231,0.04,0.02,1.16E-05,1.878828378,0.011456983,90.64754581,,,,,,
134,DynPy,0.973844595,0.010156722,0.006387628,0.104115565,0.013260776,0.015111632,0.010965607,0.152276718,1.77E-07,0.058809804,0.137758494,0.113649769,0.313912715,0.357697592,0.03187253,0.102456624,0.029038545,0.413800958,1.171135757,0.251961325,0.423698759,0.154831323,0.658284484,0.382565137,25.58890814,0.013225505,0.015074891,0.01093512,0.151955319,0.128042438,0.002977129,0.04,0.02,7.62E-06,1.694081536,0.013380375,70.57321692,,,,,,
135,DynPy,0.942482447,0.014396292,0.005298231,0.083924625,0.009909143,0.011547406,0.011365814,0.179990457,1.85E-07,0.046685321,0.13830312,0.111797961,0.353690206,0.327002456,0.030651181,0.088512605,0.032021223,0.402095079,1.206383403,0.237618473,0.443530538,0.144719423,0.686349234,0.347966296,25.53592756,0.009873613,0.011509555,0.011323216,0.179478228,0.125920644,0.00285202,0.04,0.02,7.91E-06,1.403049802,0.018587879,70.1706028,,,,,,
136,DynPy,2.452731466,0.016027273,0.006639659,0.111659919,0.014235994,0.017131132,0.022207437,4.928638414,2.38E-07,0.073731446,0.066822684,0.135085939,0.327097393,0.362544621,0.02965721,0.102253268,0.03322998,0.359272355,1.04986242,0.277281426,0.434207461,0.118059846,0.553758161,0.327429383,25.55768422,0.014224932,0.017118966,0.022189398,4.925600544,0.065396266,0.012351791,0.04,0.02,1.20E-05,2.388908742,0.001306416,70.88812733,,,,,,
137,DynPy,0.936432889,0.009415047,0.004202916,0.107119515,0.010519943,0.012237813,0.013600806,0.162144369,1.80E-07,0.049391804,0.161971715,0.136283456,0.37144538,0.264977518,0.02568602,0.100755188,0.025710799,0.466551283,1.201288587,0.218195424,0.378300308,0.111698079,0.642161206,0.32998358,25.6337875,0.010489338,0.012205267,0.013559444,0.161770014,0.149787323,0.003720211,0.04,0.02,7.83E-06,1.465869643,0.017509585,74.4130621,,,,,,
138,DynPy,0.950245664,0.011822781,0.0041215,0.080670591,0.011920809,0.014520881,0.016363911,0.110691675,2.46E-07,0.055387118,0.137454549,0.11088126,0.290234917,0.337468247,0.028398732,0.095387616,0.025174659,0.371867773,1.365368263,0.269943559,0.38371852,0.133100429,0.683964248,0.311024813,25.54384145,0.011883488,0.014479323,0.016310359,0.110416652,0.12626392,0.002598417,0.04,0.02,1.07E-05,1.620351576,0.015680589,77.09779239,,,,,,
139,DynPy,0.972052127,0.010520772,0.003745994,0.088633107,0.009811061,0.011064566,0.017574846,0.199084322,2.14E-07,0.050377877,0.161376781,0.142485208,0.305735532,0.318273075,0.024488347,0.101551509,0.026401665,0.420811567,1.285003273,0.236609617,0.354504995,0.130430112,0.76983886,0.274021563,25.66004139,0.009790791,0.011043671,0.017536889,0.19875797,0.152768121,0.006337963,0.04,0.02,9.59E-06,1.569517783,0.013069197,80.16686225,,,,,,
140,DynPy,1.026421692,0.01346627,0.005262714,0.097688486,0.015196377,0.016971378,0.012851864,0.112314106,2.91E-07,0.062691294,0.141867418,0.117802359,0.355157296,0.369405412,0.026933702,0.116615712,0.034680821,0.391485379,1.132164244,0.230781212,0.376499764,0.153482967,0.952758154,0.31138584,25.52028579,0.015159244,0.016933469,0.012819036,0.112096332,0.13257002,0.003187182,0.04,0.02,1.25E-05,1.786088284,0.012582214,81.84747386,,,,,,
141,DynPy,1455.215017,0.014189117,0.0066932,5.372565143,4.815615771,4.910951649,2.380787394,10.31537464,0.005453846,4.14E-06,0.017392252,0.133926921,0.245649284,0.215506831,0.023252469,0.10604046,0.026953531,0.385129886,1.154263088,0.006918347,0.007386572,0.006807027,0.007188825,0.007391112,25.52196225,2.934481732,3.096720867,1.425464886,6.838553133,0.000880959,1.25E-05,0.04,0.02,0.260546359,0.000123032,0.021507442,93.31828737,,,,,,
142,DynPy,0.969486383,0.010991719,0.00575085,0.096074332,0.010665026,0.011708585,0.010613324,0.23886181,1.82E-07,0.053705986,0.160988667,0.138809437,0.378233542,0.291656573,0.027632671,0.09870999,0.028155135,0.384089152,0.956844261,0.252748257,0.438457514,0.142030708,0.669701923,0.339245711,25.55284625,0.010639234,0.011682702,0.010586493,0.23840344,0.150680064,0.004185083,0.04,0.02,8.10E-06,1.592804065,0.014455969,94.13425827,,,,,,
143,DynPy,1.051049341,0.014216399,0.006522527,0.11133929,0.01209944,0.012872023,0.016680013,0.239390745,2.62E-07,0.05805971,0.149041308,0.126389953,0.341887954,0.310901948,0.028579023,0.113536704,0.03040235,0.444193259,1.404075575,0.234644181,0.454841609,0.130440391,0.721749144,0.346029498,25.59498052,0.012067418,0.012840882,0.016633867,0.238887991,0.138716681,0.003653338,0.04,0.02,1.11E-05,1.676130709,0.014676333,62.06616378,,,,,,
144,DynPy,1.060839886,0.016382698,0.004982439,0.137470436,0.014386541,0.016490474,0.018392031,0.197298982,2.03E-07,0.059248304,0.173505502,0.15062668,0.332843112,0.312838152,0.03171022,0.103552794,0.030857157,0.410016962,1.233731731,0.232177059,0.333093666,0.118162967,0.818078374,0.29307814,25.65322289,0.014355345,0.016457789,0.018350342,0.196959529,0.163161061,0.004051931,0.04,0.02,8.84E-06,1.658992697,0.013479407,79.89967966,,,,,,
145,DynPy,0.984919095,0.0092991,0.005508531,0.07725498,0.010700013,0.012900199,0.010906649,0.260734864,2.12E-07,0.065313241,0.161217001,0.141843077,0.363173477,0.30688313,0.025441003,0.100400634,0.023439133,0.411629163,1.097253501,0.249145658,0.390830844,0.144697311,0.695491983,0.327931353,25.66370018,0.010679694,0.012877808,0.010884999,0.260342029,0.15283948,0.004706128,0.04,0.02,9.56E-06,1.901439133,0.01120868,90.34260535,,,,,,
146,DynPy,1.006349578,0.008909393,0.004995875,0.118718266,0.010944596,0.013170946,0.018905536,0.163176673,2.23E-07,0.05797902,0.141943361,0.119715112,0.364892943,0.300656857,0.028517445,0.126029191,0.034488619,0.468924693,1.213165649,0.258360432,0.365016074,0.131911664,0.864092059,0.317853098,25.57939515,0.01091805,0.013141746,0.018857603,0.162862628,0.13293289,0.003933894,0.04,0.02,9.71E-06,1.72292873,0.01296553,65.67440557,,,,,,
147,DynPy,1443.899802,0.077948488,0.041483924,5.409970896,4.122655953,5.427405573,2.053573052,8.769379733,0.005443267,7.91E-08,0.015636912,0.122465056,0.252158783,0.279457265,0.03030605,0.113546101,0.032728512,0.491232199,1.158556432,0.007301007,0.007320975,0.007361957,0.007425928,0.007407703,25.50911022,2.641266559,3.588184588,1.294521336,6.06952008,0.000936363,1.74E-05,0.04,0.02,0.257322201,2.47E-06,0.021001071,59.58973575,,,,,,
148,DynPy,3.157370963,0.010353766,0.007539058,0.12934676,0.014295583,0.015148076,0.017733087,7.902892617,2.22E-07,0.064362949,0.040150853,0.131135604,0.326008329,0.276903577,0.035578124,0.109750152,0.028282359,0.470303628,1.200804762,0.225039966,0.406889142,0.136407001,0.454962302,0.359613819,25.52322039,0.014068692,0.014928053,0.017439057,7.803086045,0.028035364,0.000860472,0.04,0.02,1.11E-05,2.209443643,0.002753499,61.12464094,,,,,,
149,DynPy,1.079734947,0.010939026,0.006192086,0.106508144,0.016364494,0.017312159,0.017352751,0.265770536,2.45E-07,0.057434016,0.152395951,0.132161659,0.35461159,0.323958173,0.025441498,0.112305974,0.029318736,0.428321557,1.211105654,0.235682993,0.41711189,0.140959628,0.78136017,0.272821846,25.5860663,0.016327144,0.017276041,0.01731135,0.265289226,0.143224767,0.004450089,0.04,0.02,1.06E-05,1.689112964,0.013089993,71.62880373,,,,,,
150,DynPy,0.947626963,0.011154043,0.00446844,0.123300119,0.01239138,0.013561867,0.018464529,0.070539455,2.25E-07,0.060178558,0.143671517,0.11632745,0.35001561,0.269279791,0.025932575,0.091090857,0.02685885,0.472474036,1.003903991,0.23205241,0.347844566,0.129380714,0.862704858,0.271489314,25.69490456,0.012355326,0.013525795,0.018408368,0.070376576,0.132464724,0.00245444,0.04,0.02,9.88E-06,1.708417396,0.014794145,87.33584857,,,,,,
151,DynPy,0.989316323,0.012966449,0.004597623,0.096014346,0.012731994,0.012855097,0.019972999,0.125598734,2.19E-07,0.050302008,0.134638692,0.11221825,0.36936721,0.341429232,0.030029612,0.113032612,0.026316052,0.417646162,1.302206225,0.258207062,0.390597697,0.126357208,0.789568952,0.302507466,25.63190759,0.012698293,0.012823991,0.019917734,0.125334912,0.125666658,0.004273478,0.04,0.02,9.60E-06,1.567774988,0.013979872,62.40068412,,,,,,
152,DynPy,38.94496088,0.013198288,0.007112999,5.301057061,1.718861446,2.084234639,3.641320929,13.7754102,6.47E-05,0.032472032,0.01267172,0.149743001,0.267939827,0.230911265,0.024620467,0.114764547,0.028424454,0.466390927,0.983274995,0.019085228,0.330204265,0.018585147,0.007372935,0.182401724,25.49766888,1.00520245,1.264059201,2.090026662,8.813013501,0.000632817,2.26E-05,0.04,0.02,0.000482896,1.142352873,0.01914604,76.86832881,,,,,,
153,DynPy,1.017610749,0.012653844,0.005616252,0.08810786,0.011549528,0.013132466,0.019773247,0.234710132,2.44E-07,0.055351238,0.139662213,0.12093992,0.320788239,0.276942106,0.029663224,0.103196748,0.028371546,0.370341665,1.060932748,0.233404751,0.401417039,0.139824637,0.749795205,0.32845241,25.54567445,0.011523774,0.013105699,0.019727157,0.234294865,0.131713041,0.005251738,0.04,0.02,1.08E-05,1.722428588,0.012296156,64.89063501,,,,,,
154,DynPy,0.930849727,0.012804417,0.004893966,0.099442499,0.009336499,0.01126517,0.012954478,0.160662244,2.32E-07,0.063588458,0.142281803,0.118544603,0.330302244,0.258836298,0.023636437,0.097916742,0.023905731,0.405639806,1.248958736,0.23426008,0.436613139,0.117423367,0.778114529,0.286363843,25.63140384,0.009313564,0.011239874,0.012921212,0.160349076,0.132819356,0.002988956,0.04,0.02,1.04E-05,1.837312449,0.012560923,80.7528224,,,,,,
155,DynPy,1114.622618,0.040933153,0.019430098,5.355878992,4.334238764,5.269742868,2.536913836,9.545232163,0.00414273,0.000823446,0.017689976,0.138509491,0.284038841,0.211325176,0.027652817,0.104251448,0.027824455,0.364197948,1.109635685,0.006984508,0.007323282,0.006905756,0.007143017,0.019343159,25.48813202,2.871524395,3.595789339,1.655365576,6.798618719,0.001200986,2.80E-05,0.04,0.02,0.196638113,0.027085785,0.025631517,65.10403776,,,,,,
156,DynPy,2.108137931,0.013611022,0.005344764,0.10553126,0.012352167,0.013874217,0.016541178,4.204671555,2.21E-07,0.073571442,0.11320505,0.144962969,0.290975801,0.280937324,0.026873708,0.110314334,0.025872917,0.416318864,1.052508554,0.221292686,0.489880836,0.131000594,0.541054966,0.299106175,25.5684759,0.012281043,0.013801171,0.01644163,4.185447139,0.097357928,0.001915157,0.04,0.02,1.11E-05,2.371398436,0.002090187,69.19330502,,,,,,
157,DynPy,1882.93801,0.130090873,0.047501033,5.37303887,4.946078715,4.905418313,2.248463044,9.763130546,0.007021342,2.52E-05,0.010768424,0.137612466,0.267558417,0.23253978,0.028845438,0.119930853,0.035142267,0.376752534,1.209594152,0.007157507,0.007582765,0.007462336,0.007651254,0.007707419,25.47432792,3.241484257,3.313139747,1.450835095,6.889669179,0.000699304,2.43E-05,0.04,0.02,0.343080834,0.000827558,0.015194619,68.84629846,,,,,,
158,DynPy,1.078651786,0.013419766,0.006065575,0.116525754,0.015329389,0.016783821,0.017449765,0.247095259,2.45E-07,0.06755072,0.133335514,0.113963149,0.300550575,0.299948876,0.035909714,0.113332603,0.0287162,0.455053444,1.274547296,0.222557216,0.432925103,0.153294352,0.778145404,0.345976235,25.592509,0.015298218,0.016752626,0.017412673,0.246696603,0.126000364,0.003773822,0.04,0.02,1.07E-05,1.950369081,0.010006675,68.3609283,,,,,,
159,DynPy,0.97835492,0.011449878,0.005810012,0.082222149,0.010078715,0.012642122,0.0137724,0.162197544,2.31E-07,0.051103587,0.133044741,0.110635222,0.289164416,0.333959498,0.030437739,0.104916307,0.032040164,0.469656525,1.165447888,0.243132999,0.53749628,0.149723232,0.820452007,0.358973501,25.66295974,0.010050981,0.012610322,0.013732785,0.161843362,0.123851582,0.004004407,0.04,0.02,9.94E-06,1.566506751,0.014274055,65.27421117,,,,,,
160,DynPy,1569.230841,0.101046238,0.047923546,5.449883075,3.764238938,6.035208827,2.396821622,10.3157073,0.005797591,0.004851511,0.015555725,0.154727464,0.239886587,0.19811648,0.022539286,0.089725414,0.027530084,0.345666999,1.034561387,0.006951128,0.00697305,0.007191903,0.006758337,0.036759678,25.46345091,2.613294832,4.303173291,1.64116651,7.645242185,0.001140807,2.38E-05,0.04,0.02,0.285019962,0.152319109,0.019542385,91.70063686,,,,,,
161,DynPy,0.941572729,0.010864563,0.004703362,0.089388613,0.008746238,0.010851631,0.015481968,0.147360009,2.32E-07,0.05457807,0.171080971,0.144682105,0.35181511,0.276883561,0.025596165,0.084234691,0.028176467,0.419177598,1.083060236,0.253624625,0.403990344,0.118711041,0.808265656,0.259017428,25.67373621,0.008722775,0.01082502,0.015438553,0.147046309,0.158752679,0.003383985,0.04,0.02,1.02E-05,1.556281992,0.016450289,90.75674176,,,,,,
162,DynPy,1.050711248,0.012773976,0.007822607,0.147016183,0.01295739,0.015170459,0.014992401,0.216787176,2.75E-07,0.051415226,0.172127756,0.147651504,0.277631249,0.286267252,0.032434427,0.097664834,0.026069928,0.396757995,1.0691213,0.216152891,0.452723567,0.127482006,0.658418738,0.285118024,25.51770844,0.012922207,0.015132805,0.014949847,0.216320068,0.159892398,0.004088426,0.04,0.02,1.18E-05,1.495428395,0.017275664,75.47193623,,,,,,
163,DynPy,0.970078651,0.010677888,0.005659406,0.094626335,0.009870773,0.011204171,0.017621449,0.111226393,2.83E-07,0.058543544,0.141971256,0.115156022,0.326342806,0.345795379,0.025161154,0.121642032,0.026905043,0.485562595,1.21138771,0.229301748,0.48288142,0.139273197,0.844919902,0.283119305,25.57529494,0.009841781,0.011174087,0.017567345,0.110967131,0.130778501,0.002369308,0.04,0.02,1.22E-05,1.642040332,0.01461898,73.04735208,,,,,,
164,DynPy,2.022679554,0.011195146,0.004078718,0.084559851,0.013213371,0.014789079,0.013953679,4.018479223,2.30E-07,0.060600836,0.086165756,0.118771754,0.307052778,0.282350274,0.030852271,0.093108938,0.032141435,0.416717327,1.413293509,0.250225947,0.357883167,0.133790757,0.482453055,0.315868069,25.59460563,0.013134088,0.014707939,0.013866172,3.999332238,0.074067575,0.001935506,0.04,0.02,1.15E-05,2.057250423,0.003313048,76.20424962,,,,,,
165,DynPy,0.967204624,0.011242086,0.005617175,0.097259764,0.009632308,0.010827621,0.017417413,0.110831903,2.45E-07,0.050436583,0.132005097,0.108251706,0.33838771,0.358156561,0.029523516,0.094821955,0.027079184,0.465963666,1.287511371,0.267173961,0.548916885,0.134561013,0.855274523,0.301173802,25.615334,0.009604794,0.010799348,0.017365408,0.110580673,0.122526379,0.003728142,0.04,0.02,1.06E-05,1.549499532,0.014625725,62.43294668,,,,,,
166,DynPy,0.893817291,0.010191287,0.005183285,0.070757393,0.010026522,0.011418926,0.016905486,0.099549078,1.95E-07,0.04948299,0.157684592,0.127826793,0.302163693,0.285153832,0.022489967,0.093524174,0.025715399,0.366940961,1.023930623,0.25046812,0.378152378,0.105256264,0.640323507,0.310231789,25.67926117,0.00999238,0.011383379,0.016845313,0.099280039,0.143580176,0.002425466,0.04,0.02,8.48E-06,1.412133848,0.018926714,81.6850431,,,,,,
