Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time,,,,,,
124,SteadPy,1641.829908,0.062050419,0.025557458,5.28769754,3.843616301,4.999159563,2.485985244,8.727731904,0.006120483,2.23E-05,0.012346476,0.139322278,0.273811429,0.253286332,0.024263232,0.10062276,0.028673365,0.394543366,1.091392246,0.007360751,0.007431036,0.007132922,0.007063099,0.007208889,25.47969504,2.803254423,3.733013925,1.79106102,6.742989194,0.001128073,4.00E-05,0.04,0.02,0.297701292,0.000750839,0.01761844,125.1525135,,,,,,
125,SteadPy,1.092362294,0.014573172,0.005857842,0.086104,0.010137986,0.011884431,0.015913259,0.601381965,2.40E-07,0.049342867,0.146857875,0.130468415,0.294930912,0.333896675,0.024097855,0.113344504,0.03043129,0.389932979,1.024247163,0.246044108,0.410730315,0.118137285,0.632355281,0.301347238,25.58932463,0.010109404,0.011853802,0.015866361,0.600036476,0.136402122,0.004425743,0.04,0.02,1.03E-05,1.503237778,0.015924455,162.5576739,,,,,,
126,SteadPy,1.073396761,0.013575087,0.006543823,0.106350441,0.015356096,0.017565328,0.022593066,0.124458991,2.24E-07,0.05619995,0.152395537,0.124490847,0.346106454,0.373697145,0.034809943,0.120815838,0.031511782,0.465050888,1.343131227,0.263363697,0.430455243,0.13149252,0.71572164,0.334912492,25.55515319,0.015308181,0.017515225,0.022519376,0.124150793,0.139716927,0.002449606,0.04,0.02,9.41E-06,1.552563104,0.016722046,128.7744052,,,,,,
127,SteadPy,1.099475764,0.014008489,0.006737844,0.115321081,0.016630449,0.018241485,0.012881344,0.234921458,2.58E-07,0.064937123,0.142014304,0.123309655,0.293758788,0.320771642,0.036445521,0.108118377,0.032163673,0.413723923,1.162080431,0.227753249,0.477630517,0.153334564,0.942639445,0.340792537,25.50694778,0.016597175,0.018208124,0.012854402,0.234548517,0.134496975,0.004838758,0.04,0.02,1.12E-05,1.915397115,0.010792614,122.0534637,,,,,,
128,SteadPy,0.929326605,0.013178975,0.004549805,0.094003885,0.009624779,0.009610404,0.013506245,0.12910295,2.33E-07,0.058169358,0.154175279,0.127780637,0.336619254,0.273375023,0.027749586,0.097037898,0.026789866,0.363473969,1.086218851,0.263067817,0.447805932,0.150531977,0.639944562,0.283702498,25.5450827,0.009597544,0.009585544,0.013466294,0.128813034,0.142567803,0.002973444,0.04,0.02,1.03E-05,1.679431004,0.015696103,125.6717134,,,,,,
129,SteadPy,0.983113871,0.010131403,0.003902784,0.09061983,0.008376835,0.009595203,0.013572691,0.315022665,1.97E-07,0.063594217,0.163098842,0.147483446,0.297748607,0.290950489,0.026808496,0.098900257,0.024318683,0.379688098,1.137542115,0.242003742,0.455529875,0.144866573,0.678989685,0.340972463,25.54803062,0.008363622,0.00958137,0.013550312,0.314628464,0.156069084,0.00627641,0.04,0.02,8.85E-06,1.872607996,0.009604051,153.1734679,,,,,,
130,SteadPy,1.212674443,0.011531787,0.004741011,0.110923891,0.013459236,0.014945012,0.01924868,0.745925218,2.47E-07,0.064684259,0.156405599,0.146229803,0.340507418,0.351477681,0.026234261,0.110003574,0.033472679,0.506400225,1.194110878,0.215748353,0.376594919,0.133282044,0.766569598,0.317838866,25.65635006,0.013436122,0.014921552,0.019214123,0.744908884,0.149005184,0.005255344,0.04,0.02,1.09E-05,1.847567704,0.009838586,123.4791858,,,,,,
131,SteadPy,1.02722548,0.010947258,0.004010137,0.12265932,0.013625287,0.016180537,0.01466717,0.191448545,2.10E-07,0.055314965,0.155924141,0.137756675,0.320721764,0.311162103,0.028929378,0.09773473,0.024930405,0.395929738,1.309032313,0.217868788,0.379933255,0.151656749,0.825590214,0.345242502,25.55357971,0.013598196,0.01615113,0.014636684,0.191146516,0.147933518,0.006538566,0.04,0.02,9.25E-06,1.713899187,0.012316925,127.5939589,,,,,,
132,SteadPy,0.975273834,0.011382061,0.005149941,0.075772921,0.011842222,0.01462754,0.011985146,0.143233893,2.21E-07,0.053533314,0.166519686,0.143517946,0.386301407,0.306131411,0.028218804,0.092978732,0.025127334,0.39074954,1.286724567,0.242274191,0.436546312,0.119698108,0.828890661,0.28520862,25.68248175,0.011814811,0.01459659,0.011956146,0.142970818,0.156345465,0.004683182,0.04,0.02,9.73E-06,1.586333533,0.014423104,171.2630689,,,,,,
133,SteadPy,1.034842431,0.00989963,0.005100214,0.094863713,0.01176192,0.01479789,0.020286121,0.236995426,2.64E-07,0.066654824,0.143617972,0.121982398,0.309743786,0.310430678,0.032398912,0.119528064,0.031656698,0.436683655,1.308968866,0.265973406,0.383177644,0.125822302,0.647386389,0.278500622,25.60333881,0.011735637,0.014767665,0.020238735,0.236575221,0.134791988,0.003164043,0.04,0.02,1.16E-05,1.878762663,0.011462374,170.6571288,,,,,,
134,SteadPy,0.973842579,0.010156722,0.006387628,0.104115567,0.013260776,0.015111633,0.010965608,0.152259595,1.77E-07,0.058806347,0.137760044,0.113649767,0.313912627,0.357697618,0.03187253,0.102456624,0.029038546,0.413800958,1.171135757,0.251961325,0.423698759,0.154831323,0.658285081,0.382565089,25.58890797,0.013225502,0.015074888,0.010935117,0.151938201,0.128042989,0.002976843,0.04,0.02,7.62E-06,1.693978427,0.013384398,130.0436873,,,,,,
135,SteadPy,0.942499278,0.014396292,0.005298231,0.083924626,0.009909143,0.011547406,0.011365815,0.179995563,1.85E-07,0.046681767,0.138303643,0.111797964,0.353690141,0.32700244,0.030651181,0.088512605,0.032021223,0.402095076,1.2063834,0.23761847,0.443530537,0.144719422,0.686348937,0.347966258,25.53592746,0.009873611,0.011509553,0.011323214,0.179483299,0.125920677,0.00285191,0.04,0.02,7.91E-06,1.402956068,0.018597437,125.5882206,,,,,,
136,SteadPy,1.175099538,0.016029259,0.00663993,0.111649268,0.014235841,0.017131814,0.022207944,0.518848297,2.38E-07,0.058579599,0.150942029,0.134027405,0.330087911,0.366554454,0.029688043,0.102280069,0.033285938,0.359609624,1.050100589,0.277690714,0.434327932,0.11811002,0.729693661,0.327653392,25.56311495,0.014201516,0.017094055,0.022151969,0.517855608,0.14135881,0.004203629,0.04,0.02,1.02E-05,1.707790864,0.013571018,122.5223348,,,,,,
137,SteadPy,0.936539157,0.009415047,0.004202916,0.107119516,0.010519943,0.012237813,0.013600806,0.162111017,1.80E-07,0.049387789,0.161970116,0.136283449,0.371445385,0.26497755,0.02568602,0.100755188,0.0257108,0.466551287,1.20128859,0.218195426,0.378300309,0.111698079,0.64216228,0.329983576,25.6337875,0.010489342,0.012205271,0.013559449,0.161736789,0.149787352,0.003720695,0.04,0.02,7.83E-06,1.465939479,0.017563877,123.9919837,,,,,,
138,SteadPy,0.950121598,0.011822781,0.0041215,0.080670591,0.011920809,0.014520881,0.016363911,0.110672841,2.46E-07,0.055383552,0.137460873,0.110881255,0.290234952,0.337468275,0.028398733,0.095387617,0.02517466,0.371867777,1.365368267,0.269943563,0.383718521,0.13310043,0.683964929,0.311024826,25.54384152,0.011883472,0.014479305,0.016310336,0.110397747,0.126265303,0.002597325,0.04,0.02,1.07E-05,1.620002594,0.015631567,150.7693381,,,,,,
139,SteadPy,0.972014943,0.010520772,0.003745995,0.088633107,0.009811061,0.011064567,0.017574847,0.198978183,2.14E-07,0.050377526,0.161381624,0.142485181,0.305735967,0.318273196,0.024488349,0.10155151,0.026401667,0.420811594,1.285003294,0.236609641,0.354505002,0.130430116,0.769842293,0.274021685,25.6600424,0.009790787,0.011043667,0.017536882,0.198651937,0.152771012,0.006336703,0.04,0.02,9.59E-06,1.569473412,0.013070005,156.6379879,,,,,,
140,SteadPy,1.026487252,0.01346627,0.005262714,0.097688486,0.015196377,0.016971378,0.012851864,0.112315185,2.91E-07,0.062687822,0.141866356,0.117802359,0.355157299,0.369405412,0.026933702,0.116615712,0.034680821,0.391485379,1.132164245,0.230781212,0.376499764,0.153482967,0.952758149,0.311385846,25.52028579,0.015159247,0.016933473,0.012819039,0.112097427,0.132569746,0.003187438,0.04,0.02,1.25E-05,1.786128041,0.012612769,169.2705784,,,,,,
141,SteadPy,1464.773297,0.014186588,0.006692013,5.372936413,4.816077171,4.91142182,2.380918804,10.31442431,0.005489108,4.12E-06,0.017304315,0.133927063,0.245641721,0.215506632,0.023252467,0.106040457,0.026953528,0.385129769,1.154262961,0.006917545,0.007382043,0.006806518,0.007188804,0.007391579,25.52194476,2.934983912,3.097237919,1.425653846,6.838367444,0.000876665,1.25E-05,0.04,0.02,0.262393147,0.000122396,0.021380719,168.7055926,,,,,,
142,SteadPy,0.969458826,0.010991719,0.00575085,0.096074334,0.010665026,0.011708585,0.010613324,0.238805946,1.82E-07,0.05370235,0.160992274,0.138809428,0.378233527,0.291656627,0.027632671,0.098709991,0.028155136,0.384089159,0.956844265,0.252748262,0.438457516,0.142030709,0.669703558,0.339245663,25.55284623,0.010639229,0.011682697,0.010586488,0.238347599,0.150681672,0.004184339,0.04,0.02,8.10E-06,1.592669604,0.014454613,169.972501,,,,,,
143,SteadPy,1.051012526,0.014216399,0.006522527,0.11133928,0.01209944,0.012872023,0.016680012,0.239468494,2.62E-07,0.058056604,0.149046972,0.126389974,0.341887989,0.310901845,0.028579022,0.113536703,0.030402349,0.444193266,1.40407558,0.234644187,0.454841611,0.130440392,0.721745352,0.346029511,25.59498058,0.012067402,0.012840867,0.016633844,0.23896533,0.138717235,0.003651598,0.04,0.02,1.11E-05,1.675904997,0.01465681,122.0478089,,,,,,
144,SteadPy,1.060822375,0.016382698,0.004982439,0.137470435,0.014386541,0.016490474,0.018392031,0.19738537,2.03E-07,0.059244909,0.173508903,0.150626702,0.332843008,0.31283803,0.031710219,0.103552792,0.030857155,0.410016947,1.233731718,0.232177045,0.333093662,0.118162965,0.818074863,0.293078146,25.65322267,0.014355335,0.016457778,0.018350328,0.197045657,0.16316104,0.004050627,0.04,0.02,8.84E-06,1.658830536,0.013465729,158.2220402,,,,,,
145,SteadPy,0.984903993,0.0092991,0.005508531,0.07725498,0.010700013,0.012900199,0.010906649,0.260684814,2.12E-07,0.065310358,0.161219813,0.141843068,0.363173559,0.30688318,0.025441004,0.100400635,0.023439134,0.411629172,1.097253505,0.249145663,0.390830846,0.144697313,0.695493317,0.327931351,25.66370034,0.010679691,0.012877804,0.010884995,0.260291995,0.152840942,0.004705439,0.04,0.02,9.56E-06,1.90135487,0.011211709,170.0069251,,,,,,
146,SteadPy,1.006364257,0.008909393,0.004995875,0.118718267,0.010944596,0.013170946,0.018905536,0.163165291,2.23E-07,0.057975445,0.141944212,0.119715108,0.364892956,0.300656873,0.028517445,0.126029192,0.034488619,0.468924696,1.213165651,0.258360434,0.365016075,0.131911664,0.86409259,0.317853099,25.57939517,0.010918049,0.013141744,0.0188576,0.162851252,0.132933258,0.003933701,0.04,0.02,9.71E-06,1.722857174,0.012976204,126.1367016,,,,,,
147,SteadPy,1445.819835,0.077940928,0.041479988,5.410008663,4.122709279,5.42747678,2.05358075,8.769269452,0.005450315,7.90E-08,0.015621693,0.122465093,0.252157814,0.27945726,0.03030605,0.113546101,0.032728512,0.491232434,1.158556503,0.007300945,0.007320698,0.007361918,0.007425928,0.007407727,25.5091081,2.64133415,3.588274489,1.294543041,6.069509562,0.000935483,1.74E-05,0.04,0.02,0.257694917,2.47E-06,0.020961366,103.9884312,,,,,,
148,SteadPy,1.240363064,0.010370798,0.007542285,0.129675737,0.014302126,0.015157054,0.017750028,0.820545734,2.22E-07,0.055845707,0.13719372,0.129250762,0.330134911,0.28501263,0.035687343,0.109836165,0.028386725,0.471005565,1.201257386,0.225419299,0.407066205,0.136499143,0.769792719,0.359862844,25.53027611,0.014272165,0.01512803,0.017711156,0.819181824,0.129887146,0.006241655,0.04,0.02,9.70E-06,1.740816252,0.011432689,124.5776556,,,,,,
149,SteadPy,1.079704193,0.010939026,0.006192086,0.10650814,0.016364494,0.017312159,0.01735275,0.265775203,2.45E-07,0.057431036,0.152399893,0.132161661,0.354611716,0.323958161,0.025441498,0.112305974,0.029318736,0.428321566,1.211105662,0.235683,0.417111893,0.140959629,0.781359358,0.272821865,25.58606652,0.016327133,0.01727603,0.017311337,0.265293745,0.143225955,0.004448834,0.04,0.02,1.06E-05,1.688956067,0.013080823,124.015914,,,,,,
150,SteadPy,0.947633375,0.011154043,0.00446844,0.123300116,0.01239138,0.013561867,0.018464528,0.070534767,2.25E-07,0.060174351,0.143672759,0.116327446,0.35001577,0.269279801,0.025932575,0.091090857,0.02685885,0.472474042,1.003903994,0.232052414,0.347844567,0.129380714,0.862705083,0.271489364,25.6949049,0.012355322,0.013525792,0.018408363,0.070371884,0.132464996,0.002454237,0.04,0.02,9.88E-06,1.708302704,0.01480064,170.5634186,,,,,,
151,SteadPy,0.989295276,0.012966449,0.004597623,0.096014345,0.012731994,0.012855097,0.019972999,0.125588321,2.19E-07,0.050299001,0.13464099,0.112218246,0.36936727,0.341429253,0.030029612,0.113032612,0.026316052,0.417646167,1.30220623,0.258207066,0.390597698,0.126357208,0.789569394,0.302507479,25.6319077,0.012698287,0.012823986,0.019917725,0.125324479,0.125667472,0.004272824,0.04,0.02,9.60E-06,1.567636347,0.01397531,121.9230099,,,,,,
152,SteadPy,76.98739148,0.013258022,0.007159501,5.449980289,3.811929252,4.666587481,2.788917279,10.99613563,0.000115951,0.024307194,0.015930283,0.151724897,0.267956164,0.22345352,0.024555064,0.114686107,0.028296328,0.466328572,0.983233877,0.00972426,0.06779902,0.008988044,0.007373024,0.120194814,25.49770167,2.524599248,3.183179267,1.819144782,7.829690972,0.001086373,3.19E-05,0.04,0.02,0.005974652,0.851235894,0.023314055,147.3204362,,,,,,
153,SteadPy,1.017543264,0.012653843,0.005616252,0.088107847,0.011549527,0.013132465,0.019773246,0.234895939,2.44E-07,0.055349398,0.13966834,0.120939971,0.320788218,0.276941871,0.029663221,0.103196745,0.028371542,0.370341667,1.06093275,0.233404754,0.40141704,0.139824637,0.749786473,0.328452417,25.54567441,0.011523756,0.01310568,0.019727124,0.234480057,0.131713656,0.005248282,0.04,0.02,1.08E-05,1.722123991,0.012253512,127.2652555,,,,,,
154,SteadPy,0.93083989,0.012804417,0.004893966,0.099442495,0.009336498,0.01126517,0.012954477,0.160660426,2.32E-07,0.063585029,0.142283388,0.1185446,0.330302389,0.258836305,0.023636437,0.097916742,0.023905731,0.405639814,1.24895874,0.234260084,0.436613141,0.117423368,0.778114611,0.286363959,25.63140413,0.009313561,0.011239871,0.012921208,0.160347223,0.132819742,0.002988596,0.04,0.02,1.04E-05,1.837205264,0.012559136,168.5881808,,,,,,
155,SteadPy,1119.68063,0.040934712,0.019430984,5.356373822,4.334428255,5.2699959,2.53712903,9.544955934,0.004158744,0.000878563,0.01762682,0.138500304,0.284151901,0.211370222,0.027653415,0.104251955,0.027825154,0.364210449,1.109643963,0.006984071,0.00732161,0.006905475,0.00714301,0.020694838,25.48834104,2.871555133,3.595850253,1.655449718,6.798230608,0.001196589,2.80E-05,0.04,0.02,0.19773302,0.028889868,0.02550871,122.1062193,,,,,,
156,SteadPy,1.047305347,0.013619681,0.005345686,0.105614667,0.012354156,0.013877306,0.016546725,0.316123309,2.21E-07,0.057671452,0.164287234,0.144056978,0.292757238,0.284356309,0.026911208,0.110354529,0.025921385,0.416645536,1.0527206,0.22151367,0.489996188,0.131047173,0.692213973,0.299240913,25.57221316,0.012325445,0.013847826,0.016506527,0.315540363,0.154192281,0.004640603,0.04,0.02,9.62E-06,1.694223377,0.014270923,126.1475167,,,,,,
157,SteadPy,1887.008904,0.130064143,0.047491913,5.373081919,4.946132197,4.905474091,2.248494036,9.763031942,0.007036254,2.51E-05,0.01073766,0.137612531,0.267557714,0.232539804,0.028845438,0.119930853,0.035142267,0.376753372,1.209594403,0.007157446,0.007582388,0.007462263,0.007651255,0.007707698,25.47432657,3.241577785,3.313233714,1.450882035,6.889705739,0.00069734,2.43E-05,0.04,0.02,0.343872676,0.000824109,0.015088996,125.8089244,,,,,,
158,SteadPy,1.078594455,0.013419767,0.006065575,0.116525774,0.015329389,0.016783822,0.017449766,0.246819335,2.45E-07,0.067547721,0.133335514,0.113963076,0.300550603,0.299949239,0.035909718,0.113332607,0.028716205,0.455053454,1.274547305,0.222557223,0.432925106,0.153294354,0.778157831,0.345976221,25.59250906,0.015298231,0.016752639,0.017412689,0.246421283,0.126003135,0.00377528,0.04,0.02,1.07E-05,1.950297837,0.010012953,127.8377428,,,,,,
159,SteadPy,0.978325438,0.011449878,0.005810012,0.082222146,0.010078715,0.012642122,0.0137724,0.162260386,2.31E-07,0.051100792,0.133047526,0.11063524,0.289164359,0.333959408,0.030437738,0.104916307,0.032040163,0.469656524,1.165447887,0.243132998,0.537496279,0.149723232,0.820449009,0.358973481,25.6629596,0.010050973,0.012610312,0.013732773,0.161905966,0.123851726,0.004003304,0.04,0.02,9.94E-06,1.566310747,0.014257714,122.7472892,,,,,,
160,SteadPy,1.046045578,0.011796238,0.005962372,0.0784534,0.010653302,0.013616513,0.014130475,0.461855871,1.84E-07,0.064337486,0.16051036,0.143715622,0.308309019,0.260287078,0.023174906,0.090468677,0.028690564,0.361219586,1.045182565,0.240573638,0.369390208,0.151662372,0.718143322,0.349045284,25.60766492,0.010631602,0.013591161,0.014100386,0.461109426,0.151630921,0.004617326,0.04,0.02,8.18E-06,1.868391654,0.012015969,169.2540088,,,,,,
161,SteadPy,0.941469774,0.010864563,0.004703362,0.089388609,0.008746237,0.010851631,0.015481968,0.147340077,2.32E-07,0.054574573,0.171087451,0.144682096,0.351815369,0.276883591,0.025596165,0.084234691,0.028176467,0.419177609,1.083060244,0.253624633,0.403990348,0.118711042,0.808266425,0.259017531,25.67373674,0.008722765,0.010825009,0.015438536,0.147026298,0.158754263,0.003382706,0.04,0.02,1.02E-05,1.556010334,0.016410966,174.2410555,,,,,,
162,SteadPy,1.050855842,0.012773976,0.007822606,0.147016177,0.01295739,0.015170459,0.0149924,0.216806006,2.75E-07,0.051411479,0.172124995,0.147651509,0.277631352,0.286267224,0.032434427,0.097664834,0.026069927,0.396758,1.069121303,0.216152894,0.452723569,0.127482006,0.658417588,0.285118096,25.51770865,0.012922212,0.01513281,0.014949853,0.216338926,0.159891518,0.004089016,0.04,0.02,1.18E-05,1.495566686,0.017339414,133.6940989,,,,,,
163,SteadPy,0.970252873,0.010677888,0.005659406,0.094626334,0.009870773,0.011204171,0.017621449,0.111276905,2.83E-07,0.058538518,0.141964286,0.115156034,0.326342794,0.345795306,0.025161153,0.121642032,0.026905042,0.485562587,1.211387704,0.229301742,0.482881417,0.139273195,0.844917901,0.283119321,25.57529492,0.009841794,0.011174101,0.017567369,0.11101764,0.130776686,0.002370346,0.04,0.02,1.22E-05,1.642190686,0.014691999,127.7508316,,,,,,
164,SteadPy,1.040689896,0.011200597,0.00407931,0.08461774,0.013215179,0.014791777,0.013957338,0.416039393,2.30E-07,0.04965286,0.135359265,0.117959636,0.308575458,0.285242823,0.030882826,0.093135095,0.032188571,0.416940109,1.413501234,0.250413244,0.35794401,0.133825255,0.618776258,0.315965005,25.59775974,0.013181882,0.014757709,0.013920576,0.415207583,0.126699368,0.004492029,0.04,0.02,9.96E-06,1.52248406,0.013282868,133.142101,,,,,,
165,SteadPy,0.967205246,0.011242086,0.005617175,0.097259764,0.009632308,0.010827621,0.017417413,0.110822666,2.45E-07,0.050433342,0.132006269,0.108251703,0.338387745,0.35815658,0.029523516,0.094821956,0.027079184,0.465963669,1.287511374,0.267173963,0.548916887,0.134561013,0.85527502,0.301173807,25.61533407,0.009604792,0.010799346,0.017365404,0.110571438,0.122526795,0.003727867,0.04,0.02,1.06E-05,1.549395421,0.014629941,123.701468,,,,,,
166,SteadPy,0.893789404,0.010191287,0.005183285,0.070757392,0.010026522,0.011418926,0.016905486,0.099541979,1.95E-07,0.049478755,0.157687534,0.12782679,0.302163764,0.285153846,0.022489967,0.093524174,0.025715399,0.366940965,1.023930626,0.250468124,0.378152379,0.105256265,0.640323747,0.310231849,25.67926134,0.009992374,0.011383373,0.016845302,0.099272914,0.143580687,0.002425064,0.04,0.02,8.48E-06,1.411959476,0.018918168,168.5465488,,,,,,
167,SteadPy,1.032391879,0.013485676,0.005232242,0.093601095,0.014775735,0.015459412,0.014852874,0.145182633,2.32E-07,0.05041732,0.162945702,0.139782678,0.373823533,0.307222841,0.026465797,0.099102119,0.031932834,0.450082411,1.368843843,0.21904243,0.365838355,0.151832697,0.839620141,0.306153149,25.63101662,0.014737156,0.015422515,0.014812336,0.144881833,0.1521473,0.005071422,0.04,0.02,1.01E-05,1.542691494,0.016510526,118.6863329,,,,,,
168,SteadPy,0.961362408,0.011174857,0.004405777,0.128110086,0.011191321,0.012147119,0.017317075,0.151231372,2.07E-07,0.065706758,0.135377054,0.11138554,0.291099187,0.307852483,0.025009503,0.104532038,0.031285692,0.389025909,1.127704878,0.253137243,0.402673869,0.144541576,0.693428574,0.344666267,25.53283286,0.011163033,0.012119053,0.01727132,0.150928045,0.126094001,0.002649257,0.04,0.02,9.15E-06,1.870558423,0.012245092,125.9817281,,,,,,
