Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time
167,DynPy,1.032074853,0.013485676,0.005232241,0.093601065,0.014775735,0.015459409,0.014852871,0.153347347,2.32E-07,0.048527027,0.162188584,0.139784865,0.373810846,0.307211859,0.026465694,0.099102004,0.031932633,0.450080601,1.368842263,0.219041078,0.365837859,0.151832396,0.839278771,0.306152011,25.63099399,0.014738635,0.015423926,0.014813886,0.153041811,0.151826875,0.005266475,0.04,0.02,9.98E-06,1.476153793,0.015818511,63.04825521
168,DynPy,0.960262405,0.011174857,0.004405777,0.128110066,0.011191321,0.012147118,0.017317074,0.15564803,2.07E-07,0.064023538,0.134999703,0.111386488,0.291094322,0.307846859,0.025009449,0.104531983,0.031285594,0.389025058,1.127704294,0.253136466,0.402673612,0.144541434,0.693280466,0.344665655,25.5328233,0.011163742,0.012119755,0.017272464,0.155343667,0.125959348,0.002715834,0.04,0.02,9.11E-06,1.817005223,0.011857305,74.89360905
169,DynPy,2.261883804,0.01121532,0.004012222,0.123024811,0.011393101,0.012800324,0.013860525,4.857839653,2.20E-07,0.065413602,0.082450213,0.127427126,0.316651498,0.324223229,0.030388084,0.10716209,0.029532228,0.379196778,1.312394404,0.226085985,0.383217109,0.13046063,0.581883199,0.366212352,25.55250372,0.011317537,0.012722691,0.013764445,4.832251108,0.069812691,0.001853498,0.04,0.02,1.11E-05,2.220004756,0.00238604,66.0135715
170,DynPy,1560.048168,0.013694055,0.006334993,5.39293703,4.227529886,4.863980753,2.447955852,10.22953758,0.005799859,4.35E-07,0.013644731,0.130551748,0.251352798,0.217553974,0.026644836,0.103397309,0.02921118,0.436531433,1.286677172,0.007218194,0.007483362,0.007101982,0.007201542,0.00715168,25.54352074,2.561026509,3.050101024,1.45686076,6.747333927,0.000730565,1.96E-05,0.04,0.02,0.283489095,1.45E-05,0.01966229,69.7246139
171,DynPy,0.960831589,0.009609563,0.00706071,0.069889343,0.010600201,0.011603641,0.013804106,0.142120754,2.13E-07,0.050882423,0.171036635,0.146801631,0.30496628,0.279969137,0.026522551,0.092615686,0.030018127,0.448091872,1.010237258,0.273627368,0.43727586,0.117473063,0.703176547,0.346756929,25.62019887,0.010573682,0.011577105,0.013768006,0.141838619,0.159816786,0.004521933,0.04,0.02,9.35E-06,1.514217775,0.016038136,82.53982806
172,DynPy,1.822749694,0.010791403,0.004334426,0.097747058,0.00829176,0.010218709,0.016179453,3.177491229,1.78E-07,0.053183542,0.096302105,0.135072451,0.338261177,0.264339442,0.024044755,0.116588474,0.025927701,0.434647107,1.244635973,0.260840828,0.42055629,0.138940333,0.514135167,0.331865281,25.58785457,0.008284139,0.010210124,0.016163906,3.175174326,0.093903197,0.011307489,0.04,0.02,7.73E-06,1.579468722,0.014778774,81.13240933
173,DynPy,0.993797981,0.012378279,0.005920753,0.077112929,0.012855354,0.01473703,0.020147216,0.095185463,2.14E-07,0.058841755,0.171958842,0.14557351,0.304451787,0.291737479,0.028340569,0.092581236,0.028339085,0.43889573,1.051385395,0.27415085,0.358534973,0.109613288,0.913042604,0.313972221,25.59570341,0.012823428,0.014703575,0.020094912,0.094997882,0.160313962,0.00344183,0.04,0.02,9.14E-06,1.631344217,0.015188338,70.89921045
174,DynPy,0.922998543,0.011698258,0.004418241,0.103538314,0.00836971,0.009306422,0.01090847,0.175537354,1.69E-07,0.052008871,0.159800375,0.13677338,0.310354963,0.30275134,0.028302939,0.095993371,0.024939069,0.357937499,1.33511069,0.232718126,0.415246721,0.148584878,0.793734319,0.308313194,25.71923744,0.008348923,0.009285294,0.010880149,0.175191412,0.149447818,0.004392291,0.04,0.02,7.54E-06,1.568554805,0.014949023,94.22308517
175,DynPy,0.980807561,0.008826248,0.00435873,0.079470386,0.010357482,0.012815496,0.016339678,0.276179007,2.26E-07,0.055636821,0.14648592,0.126665537,0.305923817,0.250275778,0.025115326,0.103260911,0.027569961,0.421504676,1.116931014,0.268192517,0.453349358,0.138154329,0.639472425,0.277440046,25.58979277,0.010333399,0.012788258,0.016299963,0.275669469,0.137599546,0.004482856,0.04,0.02,1.00E-05,1.684561014,0.01294574,86.04798746
176,DynPy,5.780770775,0.023110341,0.014698528,0.288621713,0.039041494,0.048774417,0.046799785,20.16612904,1.00E-06,0.064972573,0.004218847,0.144996122,0.272250801,0.27236377,0.032955444,0.118430912,0.032900253,0.447529101,1.140583587,0.237350946,0.39280196,0.144524827,0.0293861,0.249208951,25.57062254,0.018116885,0.023728239,0.021200573,10.52502457,1.25E-04,9.02E-06,0.04,0.02,4.27E-05,2.079724119,0.005620999,63.00083709
177,DynPy,1.540067599,0.012826751,0.004273893,0.13765552,0.008974993,0.010153217,0.020511733,0.05618242,1.93E-07,0.049585275,0.062849012,0.139340342,0.321920686,0.331257797,0.025189525,0.09419147,0.024965192,0.462581114,1.229663058,0.200044104,0.420167551,0.113885408,0.864748122,0.301020677,25.53766701,0.008974612,0.010152824,0.020510823,0.056180529,0.062776046,0.095355602,0.04,0.02,8.38E-06,1.502542094,0.015629339,70.06676602
178,DynPy,0.941044501,0.00850564,0.004277486,0.083030274,0.010130526,0.012120717,0.011799538,0.159420616,2.54E-07,0.053591468,0.174663683,0.148175063,0.300741186,0.277326647,0.023345978,0.086380504,0.024167557,0.446641485,1.12719894,0.249934315,0.471596655,0.139473889,0.678711757,0.291613512,25.61826015,0.010103319,0.012090961,0.011766413,0.159080865,0.162039748,0.003420081,0.04,0.02,1.11E-05,1.521303984,0.016798256,91.06339455
179,DynPy,12.74526864,0.109646871,0.051362768,5.227745633,0.155059997,0.177181091,1.928962331,14.53244721,2.32E-07,0.019660634,0.022003569,0.141693836,0.251033446,0.302338261,0.026569612,0.111775436,0.029641526,0.406989099,1.30810243,0.015019236,0.443926926,0.081838268,0.007292124,0.234008247,25.45115797,0.093532055,0.110655662,1.142933983,9.54998182,0.001122488,1.59E-05,0.04,0.02,1.11E-05,0.608428748,0.029288083,80.17010355
180,DynPy,10.41549414,0.043009248,0.016663023,4.116835578,0.061023861,0.078249309,1.161318329,18.92706297,4.42E-06,0.129683364,-0.020423676,0.125186031,0.309474364,0.303362153,0.02981181,0.093770395,0.024685483,0.366597358,1.118383839,0.056163193,0.476437933,0.084058855,0.00762942,0.23438353,25.64038612,0.02562526,0.034585838,0.475135104,9.03185835,-0.000505701,6.37E-06,0.04,0.02,0.000232366,4.184389988,-0.02739566,70.23291826
181,DynPy,1.71645171,0.015079225,0.006368147,0.086234363,0.009779771,0.01167924,0.016356891,0.067205856,3.20E-07,0.049155706,0.041613337,0.135357349,0.330233682,0.3667571,0.02878432,0.119884695,0.030841441,0.40846259,1.080215292,0.271969444,0.485334773,0.136484486,0.932534506,0.316146395,25.53510197,0.0097796,0.011679053,0.016356591,0.067204923,0.041593161,0.112356571,0.04,0.02,1.32E-05,1.420555679,0.017535393,64.55551267
182,DynPy,0.877576708,0.010620096,0.004628753,0.107526212,0.008305257,0.010358027,0.014368959,0.065655349,2.07E-07,0.054404425,0.139739667,0.10954151,0.327653623,0.28559519,0.026493589,0.090230949,0.024842151,0.407046452,1.197494382,0.232975534,0.415048178,0.124713156,0.710929824,0.315000209,25.74229731,0.008275636,0.010324256,0.014315392,0.0654695,0.126501616,0.00178455,0.04,0.02,8.95E-06,1.514258112,0.017119946,91.0079484
183,DynPy,2.430248197,0.011815043,0.006591354,0.131421478,0.014015188,0.014038856,0.013277975,4.588188079,1.95E-07,0.050801732,0.037642045,0.121994629,0.371732803,0.316353929,0.030347532,0.101350141,0.029874379,0.481373438,1.204587959,0.211400965,0.440294909,0.158881413,0.56664388,0.345196477,25.5394589,0.01401144,0.014035424,0.013274263,4.587214917,0.037370495,0.032668366,0.04,0.02,7.77E-06,1.459255566,0.016926214,62.50067353
184,DynPy,2075.522914,0.01509495,0.005500327,5.288144592,4.620594909,5.476944357,2.152461521,10.58338041,0.007797167,3.33E-05,0.011286514,0.121530117,0.222135638,0.271462119,0.028688821,0.11477478,0.030971913,0.481038378,1.248041996,0.007133756,0.007425943,0.007316987,0.007171419,0.007383406,25.44401152,2.514353241,3.102085476,1.147511936,6.358780528,0.000453557,1.03E-05,0.04,0.02,0.378523549,0.001033424,0.014902617,66.79313159
185,DynPy,1429.697587,0.020995469,0.010849343,5.4066932,4.73387789,5.803360239,2.377773811,8.709113947,0.005301015,5.16E-07,0.015638854,0.122052161,0.280778399,0.237612979,0.025804289,0.083120465,0.023874654,0.389507056,1.150367736,0.00705135,0.007011626,0.006982827,0.007145871,0.006582882,25.505633,2.919285937,3.700949262,1.441213405,5.833363379,0.000862996,1.75E-05,0.04,0.02,0.257232746,1.68E-05,0.021916978,85.36013842
186,DynPy,1.000308245,0.008974958,0.004626927,0.10893844,0.013050894,0.015335723,0.01683986,0.1176566,2.74E-07,0.06036053,0.145151361,0.120405558,0.319469407,0.290391014,0.031537188,0.088849069,0.034142674,0.431352499,1.356165461,0.250576177,0.400432976,0.132525952,0.806160753,0.340515553,25.53732193,0.013017585,0.015299944,0.016794931,0.117418312,0.135204919,0.003057368,0.04,0.02,1.19E-05,1.719270567,0.013377587,70.12806439
187,DynPy,1.035749912,0.013972449,0.006096933,0.106262918,0.011014546,0.012171226,0.01720629,0.158983673,2.63E-07,0.057150115,0.163032713,0.14240651,0.267997491,0.295154176,0.029818144,0.119923483,0.035760082,0.436487768,1.171084231,0.228801124,0.478075796,0.136314071,0.933192282,0.286587823,25.51605595,0.010991472,0.01214792,0.017168611,0.158719418,0.154070183,0.005573543,0.04,0.02,1.12E-05,1.679133714,0.013091111,67.04245305
188,DynPy,0.973965786,0.009007978,0.006458202,0.113282809,0.011623723,0.013146896,0.020055074,0.108351347,2.78E-07,0.048407354,0.146130862,0.119198395,0.305849274,0.275537356,0.031680264,0.11465198,0.028025293,0.451699249,1.070023228,0.20180751,0.389534492,0.110662205,0.73970492,0.26645659,25.57479358,0.011586349,0.013108253,0.01998767,0.108074857,0.134140471,0.003052714,0.04,0.02,1.19E-05,1.424468688,0.01741572,81.25828671
189,DynPy,1.017396643,0.011178704,0.004172325,0.081680743,0.0108733,0.011376362,0.013777879,0.252884479,2.61E-07,0.061219779,0.15305126,0.135424932,0.373748172,0.314133565,0.030743696,0.115178048,0.026028125,0.42421077,1.204999919,0.223868858,0.486800019,0.149396852,0.716524366,0.327879632,25.53416877,0.010853317,0.011357251,0.013751409,0.252515735,0.145564165,0.005668473,0.04,0.02,1.16E-05,1.832940911,0.010720456,70.23781681
190,DynPy,0.96917024,0.012043426,0.004753505,0.089520235,0.010731844,0.011734961,0.013955576,0.174812626,2.39E-07,0.050817518,0.139919833,0.11767224,0.336034279,0.279877863,0.027543894,0.10084854,0.031227419,0.4657456,1.272317646,0.206079235,0.434935055,0.152277829,0.721997177,0.348400032,25.72121372,0.010703274,0.011706404,0.013916741,0.174443334,0.130477424,0.004219588,0.04,0.02,1.04E-05,1.564044938,0.014445718,75.01225185
191,DynPy,1.382093805,0.01460932,0.00482096,0.103974279,0.015737912,0.018070401,0.018202004,0.130839502,2.37E-07,0.041829547,0.102120629,0.138702446,0.277467778,0.367877693,0.036150063,0.109115705,0.033963785,0.365982452,1.376964998,0.219050896,0.353377507,0.152250335,0.694084526,0.338327895,25.50414457,0.015735401,0.018067766,0.018198968,0.130822946,0.101684165,0.054610666,0.04,0.02,9.42E-06,1.227539204,0.019914993,57.71297884
192,DynPy,75.95864884,0.011953862,0.00685439,5.302373289,4.376071902,4.712624417,2.327133519,10.73647024,3.38E-05,0.035194955,0.012002473,0.159990751,0.227534252,0.241964213,0.032445933,0.097333217,0.029810259,0.443242215,1.17329995,0.007935497,0.01061312,0.008058426,0.007428151,0.118162427,25.40850647,3.132233387,3.457738659,1.644431898,8.164935111,0.00102556,4.14E-05,0.04,0.02,0.008373777,1.222120732,0.017110229,66.99806142
193,DynPy,1.021370544,0.009755917,0.005517208,0.100483633,0.013360038,0.0144851,0.012284214,0.295429312,2.61E-07,0.044859958,0.142283218,0.120438677,0.290724501,0.278767746,0.030166803,0.087360945,0.033448016,0.49414589,1.383687734,0.264551322,0.379389717,0.137680876,0.647799717,0.275666488,25.57746902,0.013319042,0.014444468,0.012244811,0.294709874,0.131461494,0.004108068,0.04,0.02,1.12E-05,1.38599779,0.016976208,79.11400843
194,DynPy,1.105447676,0.01635809,0.007806994,0.098139884,0.018327534,0.02068131,0.018851564,0.174996747,2.46E-07,0.049257793,0.155954519,0.128131525,0.273042765,0.306670998,0.031751375,0.129370781,0.038530778,0.394677497,1.06377577,0.275115056,0.363990395,0.121574163,0.812870037,0.388450762,25.53876782,0.018266163,0.020618001,0.018785578,0.174531674,0.142346334,0.002673377,0.04,0.02,1.02E-05,1.379003843,0.018699415,73.16893196
195,DynPy,1.206753186,0.009828628,0.0045588,0.071064377,0.009798537,0.011894315,0.017152779,0.191876743,1.70E-07,0.046260629,0.117111605,0.144956719,0.345052699,0.274217937,0.022490063,0.085703969,0.026104224,0.386442425,1.226678385,0.255968382,0.356065022,0.121309289,0.646718239,0.329080731,25.63930124,0.009796302,0.011891835,0.01714869,0.191842036,0.116395971,0.045280043,0.04,0.02,7.26E-06,1.411043546,0.01704642,80.13919425
196,DynPy,0.976776527,0.010780225,0.007053765,0.098659067,0.010200244,0.010947345,0.014582408,0.162713378,2.73E-07,0.04549306,0.157085403,0.131175271,0.357003571,0.322163057,0.027341778,0.110205054,0.025630129,0.425871033,1.069500853,0.221493423,0.455964016,0.154566018,0.628091201,0.275496784,25.53470866,0.010168717,0.010916414,0.014535295,0.162314264,0.144725996,0.003665718,0.04,0.02,1.17E-05,1.359248553,0.018264903,72.29256248
197,DynPy,0.959883294,0.010245205,0.004931953,0.119236608,0.010738032,0.012794957,0.016401114,0.102355752,2.59E-07,0.050573488,0.166088325,0.135523587,0.300023594,0.34125391,0.025492541,0.098206774,0.031546348,0.463826271,1.112728403,0.214942767,0.37697316,0.127557367,0.692552866,0.294355863,25.56907821,0.010702225,0.012755953,0.016343945,0.102084866,0.151289079,0.002362048,0.04,0.02,1.10E-05,1.390545273,0.01922051,83.72425723
198,DynPy,1.108387856,0.010229394,0.006769549,0.083334598,0.013252427,0.014459022,0.014818791,0.572734822,2.45E-07,0.054120745,0.15565959,0.134244706,0.29840583,0.292074795,0.023452406,0.110364628,0.029212375,0.434830346,1.152415897,0.25921237,0.410523335,0.135571681,0.661237116,0.354218445,25.64459914,0.013210662,0.014417366,0.014769973,0.571302333,0.14251425,0.002518054,0.04,0.02,1.06E-05,1.508685755,0.017125798,76.71249366
199,DynPy,64.09371502,0.021588237,0.00716876,5.404373577,4.670469936,5.086985915,2.374179888,9.264779922,2.31E-05,0.044285892,0.010896179,0.122837745,0.306209363,0.238877385,0.028509853,0.094938337,0.024349674,0.366106859,1.305788121,0.008071239,0.026469857,0.008041605,0.007318488,0.144335676,25.46587996,2.84306615,3.204559428,1.419985812,6.136535662,0.000572622,1.51E-05,0.04,0.02,0.004811874,1.45487175,0.014695946,74.41019154
200,DynPy,29.08340733,0.053229876,0.023134727,5.535538692,0.797465329,0.955536532,4.234640284,14.38746172,2.02E-05,0.022105065,0.01951285,0.146235497,0.33087179,0.251473474,0.026460533,0.105179809,0.027969225,0.464617368,1.318418312,0.010103195,0.411147063,0.009115936,0.007057845,0.187252607,25.56072395,0.448079506,0.557941471,2.332899345,8.889846817,0.000856494,1.51E-05,0.04,0.02,0.001011314,0.713404019,0.026810092,73.00597262
1,SteadPy,1.045291886,0.013579699,0.005355245,0.10361854,0.015563902,0.017204125,0.021031719,0.109295772,2.57E-07,0.059890279,0.144079758,0.120197818,0.349210495,0.31223164,0.026120941,0.112398866,0.029689848,0.445807168,1.19408775,0.255339959,0.377423947,0.137159558,0.849429204,0.353545837,25.68516458,0.01552625,0.01716608,0.020978531,0.109085961,0.134761633,0.003361977,0.04,0.02,1.13E-05,1.740056572,0.012694008,161.1991343
2,SteadPy,1.000792913,0.010391278,0.005005946,0.140744808,0.008674023,0.01025086,0.016380387,0.174362693,2.63E-07,0.058482212,0.158474109,0.136401542,0.311943785,0.339867874,0.032603035,0.10519615,0.027708954,0.434357097,1.288165281,0.221000516,0.479221997,0.126193497,0.867476708,0.30635358,25.64348083,0.008654721,0.010230009,0.016342284,0.174054827,0.149054325,0.004375566,0.04,0.02,1.14E-05,1.701310635,0.013113829,127.6229191
3,SteadPy,1580.778895,0.013411755,0.005460784,5.315821354,3.940359345,5.121739151,2.183365144,9.140379537,0.006002014,1.98E-06,0.01562739,0.122882018,0.220961088,0.289608737,0.027823635,0.132524924,0.02825053,0.372240056,1.177787872,0.007377443,0.007452415,0.007696017,0.007385584,0.007573475,25.4616971,2.476730612,3.32564209,1.349577874,6.223508263,0.000889159,1.63E-05,0.04,0.02,0.28215537,6.14E-05,0.020933879,128.463855
4,SteadPy,1.017776255,0.013328686,0.004857564,0.084888407,0.012673536,0.015145811,0.016476605,0.233494497,2.11E-07,0.051678694,0.165770895,0.142165679,0.308580299,0.333956346,0.023061192,0.088334631,0.029229715,0.441740216,1.070185316,0.266840512,0.451576744,0.124927677,0.703693165,0.333184387,25.54133193,0.012639947,0.015109118,0.016430958,0.233003437,0.154228636,0.003993955,0.04,0.02,9.14E-06,1.511711151,0.016193383,152.2014422
5,SteadPy,1.26988879,0.010014114,0.005232115,0.124218995,0.014419655,0.018008681,0.019353847,0.879327768,2.06E-07,0.058709071,0.155221999,0.147826472,0.277323034,0.302649267,0.034572489,0.122441224,0.031088036,0.466360442,1.273096432,0.243173106,0.385431431,0.136218883,0.640221313,0.353870404,25.5094729,0.014391926,0.017977026,0.019314941,0.877986126,0.147369541,0.006383575,0.04,0.02,8.96E-06,1.759524592,0.011499191,124.0162055
6,SteadPy,0.976558787,0.014350121,0.004919069,0.060935797,0.008422932,0.010370952,0.011875514,0.210929343,2.64E-07,0.046486045,0.166971123,0.144297173,0.36268898,0.294759496,0.025226514,0.09700717,0.031353613,0.421730441,1.029713905,0.278157932,0.480458533,0.131995171,0.758681077,0.29634664,25.60345843,0.00840058,0.010345795,0.011842573,0.210485177,0.155716204,0.005080695,0.04,0.02,1.14E-05,1.409535891,0.017103223,176.415271
7,SteadPy,52.1159936,1.548866256,0.867828205,5.394125529,3.594801603,4.821554906,1.680832973,9.356707973,8.55E-07,0.026026232,0.017617307,0.141749453,0.2832684,0.281422533,0.027476324,0.112454368,0.028612371,0.321920196,1.161674811,0.007523504,0.009882576,0.008333555,0.007283527,0.08966806,25.51306304,2.644959619,3.63015074,1.222035288,7.282535879,0.001614556,3.46E-05,0.04,0.02,4.42E-05,0.876074995,0.023623954,127.2261941
8,SteadPy,0.942563925,0.012581098,0.006479445,0.101110784,0.007022814,0.00867167,0.015590392,0.152395405,2.00E-07,0.060126386,0.146969233,0.127804854,0.34815397,0.27067576,0.024924595,0.109246422,0.025131149,0.414929018,0.983966014,0.22279175,0.464483719,0.120831966,0.855125655,0.338888726,25.55837259,0.007009692,0.00865686,0.01555994,0.152169482,0.13970743,0.00549222,0.04,0.02,8.97E-06,1.828585544,0.010548766,173.4653134
9,SteadPy,0.95443178,0.010668286,0.004675278,0.081869557,0.011132069,0.013648007,0.013976191,0.090355398,2.55E-07,0.054710359,0.162467523,0.136423057,0.382068817,0.318172084,0.027352964,0.086526113,0.025057122,0.426324518,1.178238022,0.233977604,0.421497385,0.125687678,0.880913761,0.273548642,25.71828411,0.011103004,0.013615433,0.013938046,0.090168195,0.15118345,0.003567344,0.04,0.02,1.11E-05,1.581265457,0.015439235,176.7793994
10,SteadPy,1.053172997,0.012352685,0.005223339,0.154720925,0.010334281,0.012339977,0.018819073,0.255129863,2.41E-07,0.051538493,0.153650318,0.131447807,0.298439495,0.310821199,0.027278271,0.132037706,0.03402027,0.455246254,1.254769069,0.227447768,0.489773832,0.130086576,0.788343996,0.324238119,25.60676693,0.01030648,0.012309632,0.018766152,0.254585222,0.143003892,0.004171399,0.04,0.02,1.02E-05,1.514038083,0.0156523,130.7252531
11,SteadPy,0.966786787,0.012222444,0.004869536,0.080654187,0.012739768,0.01404308,0.014419722,0.137775234,2.35E-07,0.052611597,0.165204613,0.141842329,0.306552276,0.259962937,0.028839135,0.080075169,0.023871099,0.402187497,0.999056367,0.219336253,0.368787289,0.143347533,0.841062902,0.302991285,25.62076219,0.012709035,0.014012112,0.014383358,0.137511499,0.154770383,0.004645627,0.04,0.02,1.03E-05,1.571666461,0.015008498,173.1278284
12,SteadPy,0.9368041,0.012616896,0.004914558,0.094138284,0.008966435,0.009366258,0.010621019,0.162151795,2.15E-07,0.052442116,0.141543127,0.120312283,0.35688627,0.320861191,0.029778003,0.096356789,0.030838583,0.40060973,1.267275421,0.228642214,0.461453336,0.141585796,0.810742421,0.267667683,25.61470075,0.008944875,0.009345671,0.010594322,0.16184241,0.132860803,0.004725943,0.04,0.02,9.53E-06,1.628879953,0.013244592,171.0058961
13,SteadPy,1.143793095,0.014246229,0.004478874,0.117816437,0.010934196,0.013419322,0.018610057,0.576863521,2.17E-07,0.060477979,0.156669778,0.141181479,0.279177583,0.354148862,0.033235391,0.120638363,0.030027029,0.383981791,1.232792606,0.284895232,0.498740184,0.117772616,0.672229436,0.355811983,25.55820912,0.010910056,0.013392241,0.018567108,0.575852996,0.147408495,0.004472772,0.04,0.02,9.24E-06,1.729820537,0.012799196,118.6372037
14,SteadPy,0.917224858,0.010349196,0.004412285,0.079665285,0.007016251,0.008265327,0.010289703,0.16361064,2.19E-07,0.045742693,0.15456238,0.130352381,0.330838968,0.343711797,0.028879341,0.087182419,0.027610588,0.438784367,1.331786332,0.218270561,0.519795847,0.146036802,0.755080757,0.31746691,25.64587301,0.006996024,0.008243545,0.010258695,0.16323634,0.143327616,0.004296838,0.04,0.02,9.54E-06,1.401555767,0.017073049,151.4304585
15,SteadPy,1.037087208,0.014307876,0.004457173,0.087673247,0.00960679,0.010842407,0.013830103,0.467941083,2.34E-07,0.05229826,0.161698541,0.146341661,0.326564709,0.293507747,0.022688474,0.092468628,0.026878085,0.351486495,1.042806938,0.209941559,0.372566006,0.14000717,0.727265352,0.281541187,25.58821813,0.009585935,0.010820893,0.013798719,0.467135067,0.152641773,0.006163181,0.04,0.02,1.03E-05,1.611920841,0.013694041,126.4701581
16,SteadPy,38.81108261,0.112081302,0.038604316,5.367203675,2.556922739,3.321038961,2.98417489,11.12299787,6.89E-06,0.028484704,0.019074434,0.1474527,0.274929844,0.231264049,0.024699187,0.099419402,0.028394992,0.363560156,1.101516215,0.010319009,0.12977736,0.009907031,0.007282837,0.132951979,25.44604106,1.725279168,2.305421215,1.984231596,8.046714757,0.001288728,2.09E-05,0.04,0.02,0.000350168,0.902361441,0.024224701,176.0667496
17,SteadPy,0.985847359,0.014147095,0.00648903,0.099809523,0.010962874,0.012104419,0.018982774,0.14982336,2.77E-07,0.055578797,0.142729851,0.115997192,0.331802334,0.353128768,0.025289631,0.096190071,0.030232583,0.404236027,1.058916198,0.244500425,0.412444586,0.131524021,0.663397993,0.297596205,25.49856683,0.010928712,0.012069938,0.018920941,0.149452844,0.130960531,0.002404198,0.04,0.02,1.19E-05,1.566605853,0.015783792,139.9863541
18,SteadPy,0.963182724,0.013730854,0.004380473,0.098174226,0.011498495,0.012265426,0.014626033,0.200386617,1.79E-07,0.047664376,0.146475587,0.122639842,0.373052718,0.329041811,0.024691178,0.107775061,0.025736199,0.388502737,1.301216313,0.254211533,0.343870369,0.134945764,0.649969747,0.32585198,25.61248193,0.011464642,0.012232416,0.014581021,0.199918431,0.135518772,0.003735029,0.04,0.02,7.82E-06,1.451418559,0.01642011,141.0924039
19,SteadPy,1.209794522,0.013412788,0.004579193,0.118173384,0.012534484,0.014810387,0.016399167,0.666373986,3.45E-07,0.058757097,0.154805056,0.141229938,0.308157725,0.366925457,0.03612252,0.120683809,0.028711365,0.378245627,1.273062766,0.263089224,0.4191833,0.15195535,0.72564169,0.319472298,25.60884749,0.012506967,0.014780667,0.016361533,0.665213223,0.145772487,0.004764282,0.04,0.02,1.49E-05,1.713719074,0.012709557,127.4039819
20,SteadPy,1415.177286,0.051475835,0.020667368,5.518796864,3.678970651,5.324437767,2.63350884,9.593265446,0.005270645,9.66602E-05,0.017537805,0.145136894,0.255244055,0.237275874,0.023439482,0.082897106,0.024154473,0.383716075,1.174145051,0.006988735,0.006765655,0.006789055,0.007268818,0.008053157,25.47438211,2.564656725,3.811112653,1.810920103,7.134691178,0.001319945,2.49E-05,0.04,0.02,0.254343052,0.003019104,0.022723725,172.7012019
21,SteadPy,1.019724936,0.010465893,0.004461101,0.113368561,0.013905769,0.016781079,0.015973554,0.157515368,2.50E-07,0.062432664,0.163157321,0.139337247,0.315024952,0.324845021,0.025966485,0.09808626,0.029283605,0.447422985,1.330261177,0.246084653,0.365347562,0.126036003,0.754894698,0.304555807,25.6864391,0.013874105,0.016746151,0.015935533,0.157230778,0.152971818,0.003594597,0.04,0.02,1.08E-05,1.745274218,0.013281064,150.7792842
22,SteadPy,1.182233355,0.01119009,0.00689719,0.091817268,0.011042421,0.012011235,0.014293774,0.691661236,2.90E-07,0.054985609,0.159983882,0.148258487,0.320600677,0.356992074,0.029392613,0.117403266,0.027310634,0.467939937,1.031214024,0.28295078,0.499425436,0.158045695,0.677297566,0.287706665,25.69360854,0.011019002,0.011987951,0.014262085,0.690497359,0.151152939,0.006060511,0.04,0.02,1.26E-05,1.658154638,0.013065469,151.2776251
23,SteadPy,0.990900065,0.01017681,0.005873066,0.105657813,0.011979539,0.012910193,0.021523077,0.110286387,1.81E-07,0.05988644,0.140202905,0.115063188,0.324196149,0.367351305,0.02897818,0.119623987,0.029981899,0.446617964,1.124525691,0.271784298,0.415902755,0.131955005,0.832836932,0.358877785,25.65095253,0.011947242,0.012878377,0.02146242,0.110050438,0.130150434,0.002863224,0.04,0.02,7.68E-06,1.691408872,0.013663382,128.5836096
24,SteadPy,0.965521728,0.011330664,0.005840414,0.089224841,0.009285132,0.010213532,0.017658669,0.209640897,2.12E-07,0.063583266,0.143623032,0.122175514,0.364572007,0.325075038,0.025773261,0.099476087,0.023770273,0.433396529,1.159286433,0.265390001,0.458614178,0.116764853,0.684926004,0.283863353,25.60025983,0.009264952,0.010193241,0.01761855,0.209279373,0.135125934,0.003513515,0.04,0.02,9.48E-06,1.840361337,0.011331561,166.107933
25,SteadPy,0.990264363,0.008332308,0.005578892,0.107484842,0.008678366,0.010878007,0.016416402,0.325577045,1.75E-07,0.057806159,0.151903805,0.13134545,0.380051047,0.328503092,0.024011472,0.094934135,0.028163223,0.439716027,1.211642708,0.225843952,0.441369703,0.136270126,0.605565182,0.321356938,25.68815325,0.00865767,0.010854294,0.016375478,0.324960964,0.142229845,0.003781901,0.04,0.02,7.83E-06,1.70008055,0.013286877,164.7456691
26,SteadPy,1672.129793,0.136684844,0.043599165,5.404802905,4.007183955,4.84539408,2.482976316,9.856035551,0.006236333,1.87E-05,0.015894689,0.125239388,0.291547491,0.214139926,0.028809129,0.080591244,0.029394726,0.365219347,1.133666636,0.006796106,0.007201011,0.006752775,0.007239525,0.006992372,25.56566147,2.409346266,3.016892304,1.466329413,6.458854056,0.000785826,1.19E-05,0.04,0.02,0.304345485,0.000570162,0.020038376,174.1859221
