Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time
52,DynPy,59.22355677,3.270647474,0.724694274,5.409047275,4.668121241,5.122643628,1.518438683,8.620186459,1.92E-06,0.027267666,0.016647987,0.125498299,0.21943464,0.248718744,0.025757822,0.117740353,0.029325417,0.180741739,1.173366018,0.00783043,0.011171481,0.007956578,0.007168532,0.0754452,25.40374277,3.161674884,3.568666643,1.01355686,6.25607382,0.001176486,2.31E-05,0.04,0.02,9.98E-05,0.921301452,0.02279685,64.10494542
53,DynPy,28.23416944,0.304898136,0.08959129,5.442222155,1.535457707,1.68996767,3.435943835,13.57639066,2.70E-07,0.062845841,0.001370308,0.146977195,0.283543413,0.247351864,0.02932631,0.096637207,0.026727378,0.348081843,0.969436793,0.011231691,0.289633533,0.019982097,0.00731492,0.148915952,25.42819893,0.915469957,1.043879748,2.011655773,8.832373329,7.13E-05,2.26E-05,0.04,0.02,1.41E-05,2.209426057,0.002027752,68.01628613
54,DynPy,1.019165093,0.01516813,0.004869879,0.087712934,0.011201978,0.011400137,0.01488869,0.233333988,2.57E-07,0.057139608,0.16841311,0.144978658,0.337889813,0.288598006,0.034047158,0.100068809,0.032059726,0.389134796,1.186670842,0.262366897,0.423331239,0.132332675,0.703670384,0.309490714,25.58897646,0.011174547,0.011374618,0.014850578,0.232880599,0.157289355,0.003792673,0.04,0.02,1.11E-05,1.619649377,0.014914751,74.86859822
55,DynPy,18.66621096,0.12707561,0.044260243,5.275321204,0.203009616,0.244473017,3.878511131,16.2731491,5.68E-07,0.041882032,0.01318314,0.153945394,0.267540301,0.269721296,0.037200466,0.123863422,0.032442597,0.430475292,1.238908623,0.016182198,0.494050199,0.022987678,0.007760951,0.190131091,25.5122955,0.111028366,0.139132412,2.078399267,9.820582956,0.000536503,1.32E-05,0.04,0.02,2.86E-05,1.329288815,0.017446577,61.82156682
56,DynPy,2.71569608,0.013728605,0.006287246,0.135629871,0.011083025,0.012597209,0.015641482,5.845808758,2.77E-07,0.048990197,0.053819603,0.140718805,0.286840763,0.358736647,0.037514173,0.119082717,0.030264724,0.489684648,1.232071934,0.243175982,0.486440987,0.170341613,0.640681985,0.313354997,25.63639494,0.011074243,0.012588086,0.015628525,5.842134469,0.052697639,0.016463828,0.04,0.02,1.12E-05,1.446851662,0.01640441,64.76943493
57,DynPy,1.471645849,0.012276385,0.007601887,0.147156048,0.013191078,0.014936589,0.019286615,0.096094434,2.76E-07,0.053198487,0.102726864,0.150110086,0.314229963,0.308360833,0.029005811,0.130110956,0.032945256,0.480324204,1.022485668,0.215073937,0.43452426,0.161884005,0.800872675,0.326958308,25.63838613,0.013189854,0.014935322,0.019284743,0.09608736,0.102456805,0.065808454,0.04,0.02,1.13E-05,1.484028737,0.017058942,61.53616357
58,DynPy,1.078990293,0.012686308,0.006771071,0.107685236,0.013147438,0.015245111,0.019649587,0.167788872,2.85E-07,0.056508537,0.1612975,0.134698055,0.280750073,0.353469742,0.028819038,0.110085419,0.037850659,0.443982654,1.221510359,0.296672993,0.498083,0.14301491,0.883534156,0.340382347,25.57141184,0.013109583,0.015204984,0.019590446,0.167405481,0.148861372,0.002887636,0.04,0.02,1.18E-05,1.546471888,0.016434539,63.3144536
59,DynPy,1.028596175,0.017393655,0.006022557,0.08084113,0.015418356,0.016866971,0.012131719,0.134036651,2.63E-07,0.052323739,0.147082519,0.122858153,0.285916787,0.296285056,0.03073801,0.120744858,0.029446208,0.375458833,1.137181049,0.269426387,0.420834276,0.166457548,0.834362155,0.329577725,25.61037038,0.015375845,0.016824459,0.012096753,0.133743384,0.136674016,0.00380675,0.04,0.02,1.11E-05,1.53872343,0.015318153,63.61737823
60,DynPy,2.22566744,0.013270985,0.005988009,0.094765743,0.011687026,0.012301886,0.014880175,4.593300679,2.49E-07,0.050389025,0.099864703,0.149445389,0.339513493,0.30251668,0.031813493,0.09864508,0.030454723,0.407988318,1.029370125,0.235466117,0.373411839,0.129395795,0.521600862,0.269254842,25.54429092,0.011654459,0.012270549,0.014836831,4.583143346,0.092766838,0.004801153,0.04,0.02,1.09E-05,1.533168413,0.014884309,68.35831046
61,DynPy,8.286966865,0.099163408,0.03099259,4.978362073,0.103557343,0.127225692,0.501413406,17.24677184,6.45E-07,0.040443152,0.01052699,0.122101787,0.297624945,0.265365532,0.025372907,0.09239647,0.029929486,0.389559637,1.120678496,0.035251703,0.425894768,0.132086502,0.007054935,0.238535677,25.60119483,0.047492098,0.061199051,0.224428662,8.907203362,0.000318332,1.00E-05,0.04,0.02,3.29E-05,1.376833508,0.015555203,78.51068544
62,DynPy,1598.225796,0.036722882,0.012369007,5.41256459,4.405521039,6.14796381,2.560519029,10.03703919,0.00597171,2.71E-05,0.016117684,0.128879132,0.256167015,0.246602705,0.027513344,0.08283035,0.028571027,0.368969578,1.10492797,0.006927456,0.006909925,0.007061542,0.006847246,0.007220392,25.45934611,2.557078596,3.702168271,1.45837808,6.379557024,0.000742875,1.22E-05,0.04,0.02,0.287756457,0.000832612,0.020939742,90.57270002
63,DynPy,1.017833427,0.009870429,0.00540043,0.090709499,0.015031123,0.017037061,0.016742094,0.202955544,2.04E-07,0.052546876,0.150356179,0.125615765,0.360106233,0.294429061,0.031053193,0.099500402,0.027485527,0.454714678,1.015853716,0.254081388,0.382859288,0.141012556,0.679690438,0.35350363,25.57517137,0.014987439,0.016991799,0.016691232,0.202487458,0.138928476,0.003195695,0.04,0.02,8.79E-06,1.526702295,0.016021191,82.33903885
64,DynPy,125.4157386,0.033171789,0.021600745,5.420133861,3.316210872,4.132246913,2.821653512,11.35088844,4.73E-05,0.024619599,0.019054665,0.150100043,0.286904704,0.261279835,0.033512481,0.105532458,0.030815077,0.428419176,1.057350323,0.00816395,0.080540288,0.008546079,0.007290247,0.130446,25.41829755,2.167419049,2.783790031,1.815595979,7.991519776,0.001189485,2.07E-05,0.04,0.02,0.027700434,0.770439412,0.024644623,68.95869589
65,DynPy,5.711883547,0.023096626,0.006350362,0.201629415,0.016545853,0.018223468,0.031961512,19.84843404,2.34E-06,0.033764389,0.012273828,0.142334627,0.335412473,0.297639565,0.02318579,0.100361763,0.027499595,0.366197743,1.317660925,0.207529003,0.461726459,0.1475539,0.034975785,0.227036551,25.53922256,0.00767104,0.008857861,0.014465419,10.35087722,0.000383544,1.31931E-05,0.04,0.02,9.38E-05,1.164379898,0.018671816,80.52668071
66,DynPy,1.3390727,0.009732192,0.004420036,0.081410587,0.008439422,0.010685681,0.017535138,0.840775379,1.79E-07,0.051480677,0.116657647,0.145427572,0.360628184,0.295124503,0.023434646,0.104192874,0.024849722,0.451199103,1.195076036,0.242311001,0.449757661,0.105181593,0.757857066,0.290010643,25.69075767,0.008437011,0.010682891,0.017529902,0.8405849,0.115755647,0.036267653,0.04,0.02,7.33E-06,1.50609189,0.016551542,78.91427326
67,DynPy,1283.084684,0.556288252,0.121615729,5.499668089,4.061922243,5.088071615,2.15864812,9.907685592,0.004753722,6.79E-07,0.016078176,0.139858029,0.246478321,0.253376908,0.025320927,0.09496304,0.025596462,0.346566766,1.159464906,0.007233155,0.007323193,0.00685141,0.006963653,0.006920924,25.50742257,2.714992151,3.500813412,1.421417583,7.110106279,0.001116708,2.86E-05,0.04,0.02,0.229987866,2.25E-05,0.023167966,75.65643716
68,DynPy,0.954008351,0.013174001,0.005415245,0.078993891,0.011297188,0.012731466,0.011619237,0.08233763,2.50E-07,0.052241598,0.154830789,0.12912357,0.303781231,0.342183405,0.02752626,0.104752951,0.026270572,0.37926048,1.184866172,0.220836567,0.431580726,0.154238164,0.857501878,0.364779858,25.56995854,0.011266654,0.01270001,0.011586409,0.082161029,0.143913099,0.003689198,0.04,0.02,1.09E-05,1.543397109,0.015578731,89.04641438
69,DynPy,0.960629012,0.01120634,0.004423901,0.092872714,0.01154456,0.01337069,0.016756387,0.165794509,2.30E-07,0.067600685,0.136257358,0.114614515,0.352395549,0.294898904,0.02559155,0.089745638,0.023888798,0.408398814,1.043736716,0.249023407,0.447066898,0.123357613,0.703746746,0.339738697,25.6254631,0.011520752,0.013345486,0.016720265,0.165523229,0.128509487,0.003230141,0.04,0.02,1.03E-05,1.9342643,0.010080646,93.82230282
70,DynPy,1.297884237,0.012559151,0.005256972,0.10109848,0.010332045,0.010374275,0.01723405,0.110623398,2.41E-07,0.046008127,0.114234279,0.148208132,0.294220508,0.285484646,0.031532804,0.101283414,0.034013169,0.405296515,1.032864218,0.235322826,0.406412977,0.163333886,0.873943826,0.325241171,25.52075119,0.010330123,0.010372511,0.017230699,0.110607076,0.113663167,0.052537957,0.04,0.02,1.02E-05,1.390353049,0.017218152,61.2857244
71,DynPy,2.067993767,0.010690589,0.005826079,0.089963192,0.013821393,0.015522421,0.016297313,4.046564536,2.27E-07,0.048033014,0.109701484,0.135389601,0.319310478,0.32529302,0.028851562,0.100196661,0.030468703,0.436788101,1.133818885,0.253318899,0.405288509,0.129063384,0.537429089,0.306294178,25.62841388,0.013713447,0.015411552,0.016164291,4.021458719,0.09050059,0.001747001,0.04,0.02,1.12E-05,1.622910263,0.011850225,67.85866904
72,DynPy,0.984906535,0.01386986,0.005743472,0.102226745,0.008463186,0.010741593,0.010846631,0.277904111,1.99E-07,0.052395783,0.157466578,0.140838976,0.385835247,0.264396908,0.023391918,0.103342343,0.024709987,0.407815834,1.147792043,0.204702431,0.413718747,0.130492526,0.81120954,0.298852141,25.62900189,0.008446105,0.010721778,0.010823748,0.2774591,0.149342267,0.006956192,0.04,0.02,8.88E-06,1.650194491,0.012726053,82.8273108
73,DynPy,1313.254514,0.012719123,0.007656883,5.369961486,4.551001257,5.453518309,2.614038768,9.537062119,0.004939795,5.37E-06,0.02065895,0.157098504,0.236790464,0.26662331,0.031822164,0.101441603,0.028307498,0.481625575,1.044686721,0.007468608,0.007735692,0.007530114,0.00724194,0.007628561,25.52095141,3.359983476,4.119114885,1.907244962,7.444243794,0.001832005,2.79E-05,0.04,0.02,0.230807963,0.000158911,0.02491329,77.07642817
74,DynPy,58.42971925,0.010001398,0.005192852,5.535108652,0.696831621,0.977914625,4.005233042,14.9793826,0.000134079,0.04041902,0.010547694,0.120758175,0.316829127,0.211276935,0.027784441,0.092673745,0.02412936,0.43107345,1.018041774,0.007970336,0.398260908,0.008512839,0.00672725,0.133558067,25.52236215,0.317319251,0.467224611,1.779819718,7.68745852,0.000311946,9.22E-06,0.04,0.02,0.007313246,1.371292334,0.015327798,80.51681376
75,DynPy,2.721686058,0.009521776,0.007689411,0.108774834,0.017306484,0.018284653,0.016613856,5.099265996,2.70E-07,0.085345664,0.044724501,0.148883731,0.275429301,0.315972283,0.027506004,0.111004092,0.030538725,0.503115618,1.155981568,0.261381651,0.392746369,0.156042172,0.599810898,0.302991721,25.58689408,0.0173035,0.018281772,0.016610861,5.098568612,0.044506995,0.044357985,0.04,0.02,1.37E-05,2.730916421,-0.004572978,63.98065114
76,DynPy,1386.297448,0.021427428,0.009090317,5.402235913,3.784915884,5.364507931,2.220875276,8.761683935,0.005253303,3.13E-06,0.017417819,0.141845864,0.263459444,0.280776574,0.028403447,0.115396467,0.036374688,0.497089272,1.370620419,0.007245975,0.007743339,0.007485965,0.007191903,0.007505104,25.4873815,2.796680032,4.054993873,1.621760836,6.843721869,0.001613969,3.43E-05,0.04,0.02,0.244759231,9.80E-05,0.022943941,65.14949417
77,DynPy,1.017866221,0.011589366,0.005096894,0.081330596,0.012117775,0.014103329,0.016327872,0.222040663,2.43E-07,0.058295057,0.136246973,0.116147306,0.338730779,0.282374191,0.029071384,0.107706313,0.027011285,0.479257901,1.278682901,0.276671491,0.456307179,0.144806486,0.811127448,0.317220981,25.65176166,0.012090428,0.014074235,0.016289352,0.221643055,0.128195656,0.004196275,0.04,0.02,1.08E-05,1.7563224,0.011683004,63.56653762
78,DynPy,0.975470992,0.009480761,0.005792199,0.089571487,0.007947008,0.009579319,0.012412243,0.265883245,2.30E-07,0.05302557,0.157905988,0.136301346,0.335998299,0.342537861,0.024785029,0.117615935,0.025484635,0.451248981,1.131318304,0.241627563,0.464748527,0.125502173,0.816780646,0.302185062,25.54354091,0.007927118,0.009557403,0.012379768,0.265355185,0.147601783,0.004344426,0.04,0.02,1.00E-05,1.574908954,0.014921816,67.73231006
79,DynPy,53.26492877,0.623113414,0.316901529,5.308890024,4.328320174,5.5954403,2.07014881,8.179628712,2.99E-06,0.015500671,0.021253376,0.127701016,0.270198666,0.288168925,0.031088186,0.11995665,0.028306103,0.43205689,1.080995063,0.008543875,0.015160431,0.009266351,0.007670895,0.09843167,25.38939163,2.989468043,3.970370888,1.409978132,6.035751572,0.001596607,2.56E-05,0.04,0.02,0.000150934,0.51711893,0.029266838,66.05474973
80,DynPy,0.923121987,0.010540541,0.005188199,0.10000437,0.0097746,0.010879482,0.011863604,0.112914148,1.80E-07,0.058602568,0.154438816,0.128864918,0.346394048,0.330188067,0.024876177,0.091352204,0.030217161,0.404476417,1.307268143,0.255511112,0.384747148,0.128239337,0.814875829,0.322594158,25.701233,0.009749615,0.010854061,0.011831904,0.112685119,0.143778987,0.003104453,0.04,0.02,7.97E-06,1.67510262,0.01411335,78.12084508
81,DynPy,1.000957983,0.012948967,0.004750283,0.092320416,0.013278841,0.013577587,0.019244575,0.157508892,2.21E-07,0.052066158,0.142417419,0.114955031,0.284779132,0.298859518,0.02783844,0.129029209,0.033339101,0.399478898,1.313918139,0.28200757,0.405235212,0.129234186,0.746631812,0.358722929,25.59336934,0.013233585,0.013535284,0.019176016,0.157082841,0.129811908,0.002368928,0.04,0.02,9.20E-06,1.46460799,0.017361304,76.779603
82,DynPy,1.009975377,0.01324688,0.005470594,0.083822057,0.01321203,0.014229466,0.014506229,0.168626084,2.51E-07,0.05356572,0.134572137,0.112375859,0.321582587,0.35813014,0.026926427,0.091894687,0.032586898,0.430326595,1.025571786,0.266873862,0.487231335,0.168136572,0.795890745,0.368088611,25.5693541,0.013177118,0.014195095,0.01446616,0.1682725,0.125520338,0.003944376,0.04,0.02,1.08E-05,1.618917838,0.013774755,61.62225151
83,DynPy,1668.528155,0.01302602,0.005651752,5.399315779,4.524644087,5.639076403,2.619356353,9.785887692,0.006189256,8.32E-05,0.015028799,0.157638007,0.300969879,0.232626994,0.023955297,0.102992455,0.023171547,0.364206456,1.085585787,0.007073218,0.007286064,0.007208989,0.007007325,0.007364391,25.48611215,3.282194517,4.189654539,1.876667454,7.526313534,0.001291214,3.23E-05,0.04,0.02,0.302133694,0.002640682,0.019478968,74.53294492
84,DynPy,1.012658908,0.014526682,0.005583943,0.127683639,0.010183945,0.011133469,0.015294456,0.260964294,2.30E-07,0.059628345,0.158239877,0.13480359,0.28132264,0.282643588,0.027948845,0.10876341,0.03522543,0.426066408,1.073215436,0.23147787,0.426836215,0.129849042,0.682631688,0.349498087,25.5195203,0.010157936,0.011107477,0.015253624,0.260435424,0.147283691,0.003195735,0.04,0.02,9.86E-06,1.665793469,0.014481941,82.64446998
85,DynPy,1.795001758,0.01650605,0.006892485,0.129801139,0.014076461,0.016125545,0.016642995,0.05827242,2.22E-07,0.052948853,0.03999468,0.139524616,0.332502152,0.314721547,0.027728042,0.103351087,0.036377347,0.358943525,1.212011478,0.252227659,0.541282984,0.151696172,0.902141534,0.348649121,25.54170212,0.014076264,0.016125339,0.016642751,0.058271774,0.039978975,0.118214918,0.04,0.02,9.21E-06,1.505214301,0.016499219,59.45126081
86,DynPy,0.956347303,0.012575026,0.006023572,0.104773234,0.010165762,0.010696062,0.014355932,0.119923799,2.53E-07,0.061595284,0.155566466,0.130705489,0.309017732,0.317249125,0.02974675,0.08718351,0.026079568,0.470825417,1.124234815,0.209360604,0.444971956,0.153301727,0.707926896,0.268244124,25.65113128,0.010141485,0.010672713,0.014320094,0.119696544,0.145410649,0.003180838,0.04,0.02,1.12E-05,1.740386325,0.013204254,89.1311233
87,DynPy,0.965539518,0.009128602,0.004217905,0.103820135,0.009892072,0.01154145,0.017437863,0.125171912,2.48E-07,0.051319564,0.164655002,0.137944089,0.335070668,0.343929796,0.030631491,0.097524305,0.026636627,0.449824813,1.221405059,0.255701073,0.375119722,0.139530173,0.737780247,0.28147228,25.67907595,0.009863902,0.011511405,0.017385954,0.124889036,0.152304163,0.003413501,0.04,0.02,1.06E-05,1.474301331,0.017081461,74.87790561
88,DynPy,1.060106885,0.018044088,0.006649382,0.10417409,0.014590809,0.016479753,0.017326867,0.23340439,2.36E-07,0.051538376,0.149088511,0.126250673,0.319463768,0.308348104,0.028558003,0.096538671,0.030069246,0.376608748,1.287972055,0.250706457,0.398349782,0.126153249,0.653034733,0.365169603,25.67368233,0.014550482,0.016438117,0.017276807,0.232892463,0.13847469,0.003809539,0.04,0.02,1.01E-05,1.525437219,0.015518648,69.56128645
89,DynPy,1.061300876,0.014261342,0.00471841,0.080647762,0.010967607,0.011534611,0.020309224,0.3646736,2.27E-07,0.058978312,0.156738313,0.136907489,0.370027965,0.282151051,0.026569556,0.120328944,0.032619083,0.382563492,1.327432682,0.275335235,0.471729963,0.124936744,0.711547565,0.264339647,25.70666815,0.010942068,0.01151006,0.020259789,0.3639998,0.146939561,0.003974476,0.04,0.02,9.86E-06,1.698487939,0.013459689,85.98717523
90,DynPy,2.057615372,0.012389005,0.004988545,0.083642774,0.015359803,0.018050869,0.015454535,3.895390248,2.16E-07,0.07586114,0.094027419,0.130405713,0.370476881,0.303967659,0.025775014,0.119480357,0.033367812,0.419444169,1.11714829,0.247088037,0.422626043,0.122341369,0.635972154,0.329623315,25.67961638,0.015306874,0.017994005,0.015398867,3.884736537,0.085924268,0.003458424,0.04,0.02,1.09E-05,2.557241183,-0.002682917,65.21947527
91,DynPy,2.640592743,0.012729975,0.005097725,0.07313784,0.011526621,0.014689886,0.012662058,6.30619007,1.91E-07,0.055949218,0.071040765,0.138129501,0.308406905,0.262787073,0.027770794,0.08310713,0.027589682,0.385689349,1.289326898,0.266558277,0.395931359,0.13417617,0.470426558,0.295482188,25.72999618,0.011432809,0.014580547,0.012554362,6.265416248,0.058215744,0.001758307,0.04,0.02,9.15E-06,1.861533656,0.00843275,73.8269918
92,DynPy,2.819695056,0.014781748,0.006374728,0.113544046,0.012140331,0.014271593,0.017193626,6.493814365,3.03E-07,0.080100219,0.070624669,0.151366863,0.341662293,0.301870981,0.03018039,0.114833802,0.030775065,0.389634483,1.215172353,0.229928857,0.483349347,0.14000716,0.505979694,0.311508895,25.55979159,0.012108295,0.014237168,0.017146199,6.480216415,0.065699023,0.004113691,0.04,0.02,1.52E-05,2.557760628,-0.001844202,61.18778276
93,DynPy,1.023422959,0.013469345,0.004931581,0.083714723,0.011359529,0.014493045,0.013601247,0.315421607,2.35E-07,0.061702721,0.141942013,0.122061413,0.310304347,0.338753565,0.026499244,0.091436937,0.029836994,0.386740943,1.199627016,0.281766907,0.443190386,0.126951297,0.831255813,0.313782131,25.57493799,0.011333421,0.014462598,0.013568569,0.314846383,0.133210597,0.003664771,0.04,0.02,1.03E-05,1.797073159,0.011710973,75.10966849
94,DynPy,1.361831977,0.010514915,0.00429655,0.149994188,0.015672388,0.016656678,0.015331298,0.090517596,2.52E-07,0.048804129,0.095559757,0.132340006,0.323770455,0.305202917,0.034152746,0.09740051,0.029244073,0.486815786,1.217290465,0.219285487,0.40982093,0.149447411,0.768065975,0.350905002,25.50195496,0.015670446,0.016654791,0.015329312,0.0905087,0.09523465,0.055361294,0.04,0.02,1.06E-05,1.434440859,0.016964014,59.76529694
95,DynPy,0.943322317,0.013240596,0.004675008,0.080647896,0.011700869,0.013417136,0.013433423,0.137136567,2.11E-07,0.051892962,0.140426026,0.113825559,0.315520039,0.327963018,0.030108848,0.107589275,0.029832019,0.374948931,1.177775025,0.26494965,0.370797558,0.135484067,0.660580778,0.306674679,25.66643823,0.011663387,0.013377846,0.013388442,0.136787932,0.128771477,0.002657146,0.04,0.02,9.07E-06,1.509680183,0.016390945,70.86972141
96,DynPy,1.031618704,0.019051535,0.00568863,0.113292944,0.013398654,0.014954248,0.0143359,0.205041603,2.35E-07,0.055741033,0.13215196,0.11036135,0.312846846,0.287577933,0.028136032,0.105499285,0.032017336,0.376187822,1.200693774,0.252563484,0.53496079,0.148801028,0.744801952,0.342759385,25.53772262,0.013363614,0.014918498,0.01429671,0.204616093,0.123250327,0.003628151,0.04,0.02,1.01E-05,1.659061334,0.013152865,65.70067811
